"","Casa","Mes","Ano","energia.x","Energia","Energia_Ajustada","tipo","importe","mes","fecha","energia.y","energia_ajustada","treatment","report_intervention_month","intervention_group","sms_intervention_month","sms_intervention_month_text","information_group","wtp_paper","wtp_values","wtp_lw_md_h","mean_cost","fraction_wtp","fraction_lw_md_h","importe_dl","Lugar","energia","lag_variable","diff_variable","treatment_v2","mbm_paper","sms_dr","all_months_intervention"
"76","A14","Mayo",2016,NA,"TD[""00_11_0""] = ""129"";","TD[""00_11_0""] = ""129"";","Recibos de energia electrica",395.73,5,2016-05-01,129,129,"Treatment",1,"Treatment Pre-Intervention",0,"No SMS","Lost Willingness to Pay Information Bid",200,125,"medium-high",400.6975,0.311956026678479,"high",13,"pulperia",129,127,2,"Treatment - Lost Information","Only Paper Intervention","Other","Other"
"77","A14","Junio",2016,NA,"131","131","Recibos de energia electrica",403.25,6,2016-06-01,131,131,"Treatment",1,"Treatment Post-Intervention",1,"Actively Receiving SMS","Lost Willingness to Pay Information Bid",200,125,"medium-high",400.6975,0.311956026678479,"high",13,"pulperia",131,129,2,"Treatment - Lost Information","Other","DR Intervetnion + SMS","DR Intervetnion + SMS All"
"78","A14","Julio",2016,NA,"126","126","Recibos de energia electrica",384.37,7,2016-07-01,126,126,"Treatment",1,"Treatment Post-Intervention",1,"Actively Receiving SMS","Lost Willingness to Pay Information Bid",200,125,"medium-high",400.6975,0.311956026678479,"high",13,"pulperia",126,131,-5,"Treatment - Lost Information","Other","DR Intervetnion + SMS","DR Intervetnion + SMS All"
"79","A14","Agosto",2016,NA,"119","119","Recibos de energia electrica",363.99,8,2016-08-01,119,119,"Treatment",1,"Treatment Post-Intervention",1,"Actively Receiving SMS","Lost Willingness to Pay Information Bid",200,125,"medium-high",400.6975,0.311956026678479,"high",12,"pulperia",119,126,-7,"Treatment - Lost Information","Other","DR Intervetnion + SMS","DR Intervetnion + SMS All"
"80","A14","Septiembre",2016,NA,"110","110","Recibos de energia electrica",333.06,9,2016-09-01,110,110,"Treatment",1,"Treatment Post-Intervention",1,"Actively Receiving SMS","Lost Willingness to Pay Information Bid",200,125,"medium-high",400.6975,0.311956026678479,"high",11,"pulperia",110,119,-9,"Treatment - Lost Information","Other","DR Intervetnion + SMS","DR Intervetnion + SMS All"
"81","A14","Octubre",2016,NA,"119","119","Recibos de energia electrica",365.13,10,2016-10-01,119,119,"Treatment",1,"Treatment Post-Intervention",1,"Actively Receiving SMS","Lost Willingness to Pay Information Bid",200,125,"medium-high",400.6975,0.311956026678479,"high",12,"pulperia",119,110,9,"Treatment - Lost Information","Other","DR Intervetnion + SMS","DR Intervetnion + SMS All"
"82","A14","Noviembre",2016,NA,"127","127","Recibos de energia electrica",585.11,11,2016-11-01,127,127,"Treatment",0,"Treatment Post-Intervention",0,"No SMS","Lost Willingness to Pay Information Bid",200,125,"medium-high",400.6975,0.311956026678479,"high",20,"pulperia",127,119,8,"Treatment - Lost Information","Other","Other","DR Intervetnion + SMS All"
"83","A14","Diciembre",2016,NA,"125","125","Recibos de energia electrica",388.37,12,2016-12-01,125,125,"Treatment",0,"Treatment Post-Intervention",0,"No SMS","Lost Willingness to Pay Information Bid",200,125,"medium-high",400.6975,0.311956026678479,"high",13,"pulperia",125,127,-2,"Treatment - Lost Information","Other","Other","DR Intervetnion + SMS All"
"84","A14","Enero",2017,NA,"129","129","Recibos de energia electrica",401.18,1,2017-01-01,129,129,"Treatment",0,"Treatment Post-Intervention",0,"No SMS","Lost Willingness to Pay Information Bid",200,125,"medium-high",400.6975,0.311956026678479,"high",13,"pulperia",129,125,4,"Treatment - Lost Information","Other","Other","Other"
"85","A16","Noviembre",2014,347.530472599198,NA,NA,"Recibos de energia electrica",2631.74,11,2014-11-01,NA,347,"Treatment",0,"Treatment Pre-Intervention",0,"No SMS","Lost Willingness to Pay Information Bid",100,20,"low",2630.43909090909,0.00760329333194631,"low",90,"pulperia",347,NA,NA,"Treatment - Lost Information","Other","Other","Other"
"86","A16","Diciembre",2014,355.384008995411,NA,NA,"Recibos de energia electrica",2707.51,12,2014-12-01,NA,355,"Treatment",0,"Treatment Pre-Intervention",0,"No SMS","Lost Willingness to Pay Information Bid",100,20,"low",2630.43909090909,0.00760329333194631,"low",93,"pulperia",355,347,8,"Treatment - Lost Information","Other","Other","Other"
"87","A16","Enero",2015,347.320613762863,NA,NA,"Recibos de energia electrica",2650.6,1,2015-01-01,NA,347,"Treatment",0,"Treatment Pre-Intervention",0,"No SMS","Lost Willingness to Pay Information Bid",100,20,"low",2630.43909090909,0.00760329333194631,"low",91,"pulperia",347,355,-8,"Treatment - Lost Information","Other","Other","Other"
"88","A16","Febrero",2015,261.539325345826,NA,NA,"Recibos de energia electrica",1946.99,2,2015-02-01,NA,261,"Treatment",1,"Treatment Pre-Intervention",0,"No SMS","Lost Willingness to Pay Information Bid",100,20,"low",2630.43909090909,0.00760329333194631,"low",67,"pulperia",261,347,-86,"Treatment - Lost Information","Other","Other","Other"
"89","A16","Marzo",2015,317.073992963487,NA,NA,"Recibos de energia electrica",2418.95,3,2015-03-01,NA,317,"Treatment",1,"Treatment Pre-Intervention",0,"No SMS","Lost Willingness to Pay Information Bid",100,20,"low",2630.43909090909,0.00760329333194631,"low",83,"pulperia",317,261,56,"Treatment - Lost Information","Other","Other","Other"
"90","A16","Abril",2015,363.478169924358,NA,NA,"Recibos de energia electrica",2554.02,4,2015-04-01,NA,363,"Treatment",1,"Treatment Pre-Intervention",0,"No SMS","Lost Willingness to Pay Information Bid",100,20,"low",2630.43909090909,0.00760329333194631,"low",88,"pulperia",363,317,46,"Treatment - Lost Information","Other","Other","Other"
"91","A16","Mayo",2015,382.4527945425,NA,NA,"Recibos de energia electrica",2710.04,5,2015-05-01,NA,382,"Treatment",1,"Treatment Pre-Intervention",0,"No SMS","Lost Willingness to Pay Information Bid",100,20,"low",2630.43909090909,0.00760329333194631,"low",93,"pulperia",382,363,19,"Treatment - Lost Information","Other","Other","Other"
"92","A16","Junio",2015,NA,"TD[""00_0_0""] = ""334"";","TD[""00_0_0""] = ""334"";","Recibos de energia electrica",2371.69,6,2015-06-01,334,334,"Treatment",1,"Treatment Pre-Intervention",1,"Actively Receiving SMS","Lost Willingness to Pay Information Bid",100,20,"low",2630.43909090909,0.00760329333194631,"low",81,"pulperia",334,382,-48,"Treatment - Lost Information","Other","Other","Other"
"93","A16","Julio",2015,NA,"TD[""00_1_0""] = ""361"";","TD[""00_1_0""] = ""361"";","Recibos de energia electrica",2579.2,7,2015-07-01,361,361,"Treatment",1,"Treatment Pre-Intervention",1,"Actively Receiving SMS","Lost Willingness to Pay Information Bid",100,20,"low",2630.43909090909,0.00760329333194631,"low",88,"pulperia",361,334,27,"Treatment - Lost Information","Other","Other","Other"
"94","A16","Agosto",2015,NA,"TD[""00_2_0""] = ""380"";","TD[""00_2_0""] = ""380"";","Recibos de energia electrica",2709.35,8,2015-08-01,380,380,"Treatment",1,"Treatment Pre-Intervention",1,"Actively Receiving SMS","Lost Willingness to Pay Information Bid",100,20,"low",2630.43909090909,0.00760329333194631,"low",93,"pulperia",380,361,19,"Treatment - Lost Information","Other","Other","Other"
"95","A16","Septiembre",2015,NA,"TD[""00_3_0""] = ""341"";","TD[""00_3_0""] = ""341"";","Recibos de energia electrica",2449.69,9,2015-09-01,341,341,"Treatment",1,"Treatment Pre-Intervention",1,"Actively Receiving SMS","Lost Willingness to Pay Information Bid",100,20,"low",2630.43909090909,0.00760329333194631,"low",84,"pulperia",341,380,-39,"Treatment - Lost Information","Other","Other","Other"
"96","A16","Octubre",2015,NA,"TD[""00_4_0""] = ""394"";","TD[""00_4_0""] = ""394"";","Recibos de energia electrica",2854.37,10,2015-10-01,394,394,"Treatment",1,"Treatment Pre-Intervention",1,"Actively Receiving SMS","Lost Willingness to Pay Information Bid",100,20,"low",2630.43909090909,0.00760329333194631,"low",98,"pulperia",394,341,53,"Treatment - Lost Information","Other","Other","Other"
"97","A16","Noviembre",2015,NA,"TD[""00_5_0""] = ""367"";","TD[""00_5_0""] = ""367"";","Recibos de energia electrica",2666.26,11,2015-11-01,367,367,"Treatment",0,"Treatment Pre-Intervention",0,"No SMS","Lost Willingness to Pay Information Bid",100,20,"low",2630.43909090909,0.00760329333194631,"low",91,"pulperia",367,394,-27,"Treatment - Lost Information","Other","Other","Other"
"98","A16","Diciembre",2015,NA,"TD[""00_6_0""] = ""392"";","TD[""00_6_0""] = ""392"";","Recibos de energia electrica",2876.28,12,2015-12-01,392,392,"Treatment",0,"Treatment Pre-Intervention",0,"No SMS","Lost Willingness to Pay Information Bid",100,20,"low",2630.43909090909,0.00760329333194631,"low",99,"pulperia",392,367,25,"Treatment - Lost Information","Other","Other","Other"
"99","A16","Enero",2016,NA,"TD[""00_7_0""] = ""350"";","TD[""00_7_0""] = ""350"";","Recibos de energia electrica",2542.77,1,2016-01-01,350,350,"Treatment",0,"Treatment Pre-Intervention",0,"No SMS","Lost Willingness to Pay Information Bid",100,20,"low",2630.43909090909,0.00760329333194631,"low",87,"pulperia",350,392,-42,"Treatment - Lost Information","Other","Other","Other"
"100","A16","Febrero",2016,NA,"TD[""00_8_0""] = ""339"";","TD[""00_8_0""] = ""339"";","Recibos de energia electrica",2449.53,2,2016-02-01,339,339,"Treatment",1,"Treatment Pre-Intervention",0,"No SMS","Lost Willingness to Pay Information Bid",100,20,"low",2630.43909090909,0.00760329333194631,"low",84,"pulperia",339,350,-11,"Treatment - Lost Information","Only Paper Intervention","Other","Other"
"101","A16","Marzo",2016,NA,"TD[""00_9_0""] = ""353"";","TD[""00_9_0""] = ""353"";","Recibos de energia electrica",2503.85,3,2016-03-01,353,353,"Treatment",1,"Treatment Pre-Intervention",0,"No SMS","Lost Willingness to Pay Information Bid",100,20,"low",2630.43909090909,0.00760329333194631,"low",86,"pulperia",353,339,14,"Treatment - Lost Information","Only Paper Intervention","Other","Other"
"102","A16","Abril",2016,NA,"TD[""00_10_0""] = ""412"";","TD[""00_10_0""] = ""412"";",NA,NA,4,2016-04-01,412,412,"Treatment",1,"Treatment Pre-Intervention",0,"No SMS","Lost Willingness to Pay Information Bid",100,20,"low",2630.43909090909,0.00760329333194631,"low",NA,"pulperia",412,353,59,"Treatment - Lost Information","Only Paper Intervention","Other","Other"
"103","A16","Mayo",2016,NA,"TD[""00_11_0""] = ""387"";","TD[""00_11_0""] = ""387"";","Recibos de energia electrica",2736.27,5,2016-05-01,387,387,"Treatment",1,"Treatment Pre-Intervention",0,"No SMS","Lost Willingness to Pay Information Bid",100,20,"low",2630.43909090909,0.00760329333194631,"low",94,"pulperia",387,412,-25,"Treatment - Lost Information","Only Paper Intervention","Other","Other"
"104","A16","Junio",2016,NA,"378","378","Recibos de energia electrica",2666.22,6,2016-06-01,378,378,"Treatment",1,"Treatment Post-Intervention",1,"Actively Receiving SMS","Lost Willingness to Pay Information Bid",100,20,"low",2630.43909090909,0.00760329333194631,"low",91,"pulperia",378,387,-9,"Treatment - Lost Information","Other","DR Intervetnion + SMS","DR Intervetnion + SMS All"
"105","A16","Julio",2016,NA,"400","400","Recibos de energia electrica",2843.74,7,2016-07-01,400,400,"Treatment",1,"Treatment Post-Intervention",1,"Actively Receiving SMS","Lost Willingness to Pay Information Bid",100,20,"low",2630.43909090909,0.00760329333194631,"low",98,"pulperia",400,378,22,"Treatment - Lost Information","Other","DR Intervetnion + SMS","DR Intervetnion + SMS All"
"106","A16","Agosto",2016,NA,"383","383","Recibos de energia electrica",2714.9,8,2016-08-01,383,383,"Treatment",1,"Treatment Post-Intervention",1,"Actively Receiving SMS","Lost Willingness to Pay Information Bid",100,20,"low",2630.43909090909,0.00760329333194631,"low",93,"pulperia",383,400,-17,"Treatment - Lost Information","Other","DR Intervetnion + SMS","DR Intervetnion + SMS All"
"107","A16","Septiembre",2016,NA,"367","367","Recibos de energia electrica",2593.56,9,2016-09-01,367,367,"Treatment",1,"Treatment Post-Intervention",1,"Actively Receiving SMS","Lost Willingness to Pay Information Bid",100,20,"low",2630.43909090909,0.00760329333194631,"low",89,"pulperia",367,383,-16,"Treatment - Lost Information","Other","DR Intervetnion + SMS","DR Intervetnion + SMS All"
"108","A16","Octubre",2016,NA,"296","296","Recibos de energia electrica",3010.86,10,2016-10-01,296,296,"Treatment",1,"Treatment Post-Intervention",1,"Actively Receiving SMS","Lost Willingness to Pay Information Bid",100,20,"low",2630.43909090909,0.00760329333194631,"low",103,"pulperia",296,367,-71,"Treatment - Lost Information","Other","DR Intervetnion + SMS","DR Intervetnion + SMS All"
"109","A16","Noviembre",2016,NA,"312","312","Recibos de energia electrica",2226.83,11,2016-11-01,312,312,"Treatment",0,"Treatment Post-Intervention",0,"No SMS","Lost Willingness to Pay Information Bid",100,20,"low",2630.43909090909,0.00760329333194631,"low",76,"pulperia",312,296,16,"Treatment - Lost Information","Other","Other","DR Intervetnion + SMS All"
"110","A16","Diciembre",2016,NA,"367","367","Recibos de energia electrica",2646.3,12,2016-12-01,367,367,"Treatment",0,"Treatment Post-Intervention",0,"No SMS","Lost Willingness to Pay Information Bid",100,20,"low",2630.43909090909,0.00760329333194631,"low",91,"pulperia",367,312,55,"Treatment - Lost Information","Other","Other","DR Intervetnion + SMS All"
"111","A16","Enero",2017,NA,"313","313","Recibos de energia electrica",2241.5,1,2017-01-01,313,313,"Treatment",0,"Treatment Post-Intervention",0,"No SMS","Lost Willingness to Pay Information Bid",100,20,"low",2630.43909090909,0.00760329333194631,"low",77,"pulperia",313,367,-54,"Treatment - Lost Information","Other","Other","Other"
"112","A17","Octubre",2014,247.542316353169,NA,NA,"Recibos de energia electrica",2270.09,10,2014-10-01,NA,247,"Treatment",1,"Treatment Pre-Intervention",1,"Actively Receiving SMS","Won Willingness to Pay Information Bid",40,200,"high",3086.575,0.0647967407239416,"medium-low",78,"pulperia",247,NA,NA,"Treatment - Won Information","Other","Other","Other"
"113","A17","Noviembre",2014,242.873085819996,NA,NA,"Recibos de energia electrica",2226.46,11,2014-11-01,NA,242,"Treatment",0,"Treatment Pre-Intervention",0,"No SMS","Won Willingness to Pay Information Bid",40,200,"high",3086.575,0.0647967407239416,"medium-low",76,"pulperia",242,247,-5,"Treatment - Won Information","Other","Other","Other"
"114","A17","Diciembre",2014,236.444998981986,NA,NA,"Recibos de energia electrica",2162.77,12,2014-12-01,NA,236,"Treatment",0,"Treatment Pre-Intervention",0,"No SMS","Won Willingness to Pay Information Bid",40,200,"high",3086.575,0.0647967407239416,"medium-low",74,"pulperia",236,242,-6,"Treatment - Won Information","Other","Other","Other"
"115","A17","Enero",2015,232.096683744441,NA,NA,"Recibos de energia electrica",2121.18,1,2015-01-01,NA,232,"Treatment",0,"Treatment Pre-Intervention",0,"No SMS","Won Willingness to Pay Information Bid",40,200,"high",3086.575,0.0647967407239416,"medium-low",73,"pulperia",232,236,-4,"Treatment - Won Information","Other","Other","Other"
"116","A17","Febrero",2015,217.392838474803,NA,NA,"Recibos de energia electrica",1961.07,2,2015-02-01,NA,217,"Treatment",1,"Treatment Pre-Intervention",0,"No SMS","Won Willingness to Pay Information Bid",40,200,"high",3086.575,0.0647967407239416,"medium-low",67,"pulperia",217,232,-15,"Treatment - Won Information","Other","Other","Other"
"117","A17","Marzo",2015,233.586401433581,NA,NA,"Recibos de energia electrica",2155.08,3,2015-03-01,NA,233,"Treatment",1,"Treatment Pre-Intervention",0,"No SMS","Won Willingness to Pay Information Bid",40,200,"high",3086.575,0.0647967407239416,"medium-low",74,"pulperia",233,217,16,"Treatment - Won Information","Other","Other","Other"
"118","A17","Abril",2015,242.887581962286,NA,NA,"Recibos de energia electrica",2043.88,4,2015-04-01,NA,242,"Treatment",1,"Treatment Pre-Intervention",0,"No SMS","Won Willingness to Pay Information Bid",40,200,"high",3086.575,0.0647967407239416,"medium-low",70,"pulperia",242,233,9,"Treatment - Won Information","Other","Other","Other"
"119","A17","Mayo",2015,254.731901532943,NA,NA,"Recibos de energia electrica",2175.73,5,2015-05-01,NA,254,"Treatment",1,"Treatment Pre-Intervention",0,"No SMS","Won Willingness to Pay Information Bid",40,200,"high",3086.575,0.0647967407239416,"medium-low",75,"pulperia",254,242,12,"Treatment - Won Information","Other","Other","Other"
"120","A17","Junio",2015,NA,"TD[""00_0_0""] = ""283"";","283","Recibos de energia electrica",2547.17,6,2015-06-01,283,283,"Treatment",1,"Treatment Pre-Intervention",1,"Actively Receiving SMS","Won Willingness to Pay Information Bid",40,200,"high",3086.575,0.0647967407239416,"medium-low",87,"pulperia",283,254,29,"Treatment - Won Information","Other","Other","Other"
"121","A17","Julio",2015,NA,"TD[""00_1_0""] = ""300"";","300","Recibos de energia electrica",2695.45,7,2015-07-01,300,300,"Treatment",1,"Treatment Pre-Intervention",1,"Actively Receiving SMS","Won Willingness to Pay Information Bid",40,200,"high",3086.575,0.0647967407239416,"medium-low",92,"pulperia",300,283,17,"Treatment - Won Information","Other","Other","Other"
"122","A17","Agosto",2015,NA,"TD[""00_2_0""] = ""315"";","315","Recibos de energia electrica",2828.75,8,2015-08-01,315,315,"Treatment",1,"Treatment Pre-Intervention",1,"Actively Receiving SMS","Won Willingness to Pay Information Bid",40,200,"high",3086.575,0.0647967407239416,"medium-low",97,"pulperia",315,300,15,"Treatment - Won Information","Other","Other","Other"
"123","A17","Septiembre",2015,NA,"TD[""00_3_0""] = ""246"";","246","Recibos de energia electrica",2276.66,9,2015-09-01,246,246,"Treatment",1,"Treatment Pre-Intervention",1,"Actively Receiving SMS","Won Willingness to Pay Information Bid",40,200,"high",3086.575,0.0647967407239416,"medium-low",78,"pulperia",246,315,-69,"Treatment - Won Information","Other","Other","Other"
