,HORA,ABR,PCG1,PCG2,PCG3,PCG4,PCG5,PCG6,PCG7,PCG8,PCG9,PHC1,PHC2,AMY1,AMY2,PBP,CEN,EEC,EEC20,EOL,PNI1,PNI2,GSR,HEM,HPA1,HPA2,PHD,MTR,NSL,PCA1,PCA2,PCF1,PCF2,PEN3,PEN4,PHL1,PHL2,PLB1,PLB2,PMG3,PMG4,PMG5,PMT1,PMT2,PMT3,TPC,LNI-L9040,SND-L9090,AMY-L9030,TCPI-L9150,Demanda,Date
9,9,31.319,14.958,0,15.491,0,0,10.349,30.484,19.24,32.954,0,0,29.901,12,34.23,40.481,47.92,14.807,42.352,0,25.718,0,0,6.559,0,0,30.256,15.18,0,7.889,0,0,28.037,26.848,0,0,0,0,0,4.9,4.9,0,0,0,45.526,1.587,0,11.4,-22.211,581.53,4/12/2015
10,10,28.674,15.98,5.969,15.772,0,0,10.21,30.101,20.771,32.926,0,0,19.601,11.3,23.98,49.373,50.151,15.687,42.874,0,25.69,0,0,6.569,0,0,32.075,14.388,0,10.897,0,0,27.928,26.608,0,0,0,0,0,4.9,4.9,0,0,0,49.173,4.273,0,16.301,-18.018,573.95,4/12/2015
11,11,29.488,15.953,18.445,15.613,1.318,0,10.137,29.512,20.191,32.898,12.592,10.064,12.5,6.5,27.96,36.48,52.282,16.372,28.078,0,16.7,0,0,6.561,0,0,29.964,7.524,16.27,17.733,0,0,27.938,27.048,0,9.214,0,0,0,4.9,4.9,0,0,0,50.995,9.522,9.952,1.4,-24.702,599.95,4/12/2015
12,12,26.604,14.286,18.274,15.125,16.565,17.285,9.983,29.041,19.659,32.787,0,20.101,20.601,7,26.17,43.134,53.806,17.587,26.595,0,0,0,0,6.584,0,0,30.323,8.58,7.629,9.092,0,0,28.188,26.828,3.495,3.504,0,0,0,4.9,4.9,0,0,0,50.437,12.452,0,11.1,-19.611,595.14,4/12/2015
13,13,18.214,14.454,18.116,15.577,16.944,17.285,9.844,27.862,20.352,32.787,13.095,30.166,15.501,8.7,21.8,3.687,53.155,17.022,20.364,0,0,0,0,6.616,0,0,30.278,11.88,15.586,17.172,0,0,27.428,27.009,3.594,3.41,0,0,0,4.9,4.9,0,0,0,49.682,14.893,0,-2.2,-16.718,581.42,4/12/2015
14,14,30.713,14.468,17.75,15.503,16.675,15.625,9.749,27.803,18.563,32.787,13.052,9.993,25.201,9.9,26.31,42.126,48.392,15.046,30.169,0,0,0,0,6.606,0,0,29.38,10.692,7.178,8.436,0,0,27.798,26.579,3.586,3.439,0,0,0,4.9,4.9,0,0,0,47.186,10.865,0,8.1,-20.417,601.98,4/12/2015
15,15,21.869,14.342,16.321,15.406,16.797,17.09,9.815,26.448,18.66,32.787,13.112,25.166,24.901,10.1,19.69,39.043,48.275,14.939,28.81,0,0,0,0,6.611,0,0,30.638,12.012,7.274,8.49,0,0,27.948,26.428,3.499,3.402,0,0,0,4.9,4.9,0,0,0,46.522,20.875,10.364,5.3,-28.217,587.89,4/12/2015
16,16,29.988,14.342,17.933,15.674,16.822,17.09,9.763,26.095,18.644,32.787,0,0,21.201,7.7,17.9,40.457,51.843,16.322,25.413,0,0,0,0,6.62,0,0,30.301,7.656,10.91,12.223,0,0,27.428,26.778,3.504,3.421,0,0,0,4.9,4.9,0,0,0,49.032,19.288,7.297,-5.9,-30.818,577.76,4/12/2015
17,17,27.669,14.916,16.871,15.442,15.821,0,9.939,28.068,19.482,32.843,0,0,20.001,11,25.86,41.677,49.92,15.844,26.188,0,0,0,0,6.621,0,0,25.292,22.044,7.028,8.217,0,0,27.478,26.438,3.487,3.404,0,0,0,4.9,1,0,0,2.3,43.815,55.544,31.495,-27.801,-47.005,541.34,4/12/2015
18,18,30.184,17.465,17.017,15.735,18.702,17.383,10.313,28.864,20.867,32.843,0,0,14.7,9.1,30.68,42.889,51.643,16.368,24.383,0,0,0,0,6.616,0,0,26.482,29.172,17.637,19.155,20.153,0,27.699,26.778,3.508,3.459,0,0,0,4.9,4.9,3.5,0,1.92,46.525,53.835,32.997,-30.001,-48.213,632.92,4/12/2015
19,19,35.174,17.592,17.029,15.723,18.543,17.285,10.115,29.836,20.577,33.928,0,0,13.2,9.9,34.29,42.029,49.595,15.245,25.511,0,0,0,0,6.623,0,0,28.796,28.776,12.209,13.508,20.673,0,27.148,26.478,3.582,3.464,0,0,0,4.9,4.9,0,0,0,44.148,53.468,32.328,-36.901,-57.314,639.21,4/12/2015
20,20,36.285,17.661,17.066,15.455,16.773,17.188,10.115,30.013,13.729,33.928,0,0,33.901,16.501,35.33,40.42,48.004,14.836,43.77,0,0,0,0,6.605,0,0,31.514,24.948,7.082,8.285,11.006,0,27.078,26.698,3.6,3.425,0,0,0,4.9,4.9,0,0,2.87,41.72,65.432,49.248,-31.701,-63.503,626.16,4/12/2015
21,21,32.883,17.718,18.421,15.442,0,0,10.188,30.219,19.433,33.928,0,0,18.801,13.6,24.6,42.409,40.81,13.061,42.497,0,0,0,0,6.618,0,0,28.773,25.74,7.41,8.573,0,0,27.168,26.478,3.506,3.399,0,0,0,4.9,4.9,0,0,0,41.411,42.848,24.116,-30.601,-57.204,583.72,4/12/2015
22,22,29.821,16.05,0,0,0,0,10.247,30.219,21.045,33.511,0,0,25.401,12.4,18.91,42.872,51.103,16.54,33.076,0,0,0,0,6.628,0,0,26.572,23.1,0,0,0,0,27.418,26.898,0,3.436,0,0,0,4.9,4.9,0,0,3.11,48.041,40.895,21.534,-19.901,-44.404,518.08,4/12/2015
23,23,29.368,0,0,0,0,0,10.232,30.455,0,25.885,0,0,31.801,14.8,18.88,44.768,45.119,12.899,37.987,0,0,0,0,6.631,0,0,34.613,28.908,0,0,0,0,27.618,27.018,0,0,0,0,0,0,0,0,0,4.2,45.927,44.801,29.902,-17.801,-50.319,470.55,4/12/2015
0,0,33.604,0,0,0,0,0,10.342,30.926,0,0,0,0,33.001,15.201,26.45,35.019,42.279,13.221,40.975,0,0,0,0,6.626,0,0,27.336,28.38,0,0,0,0,27.338,26.688,0,0,0,0,0,0,0,0,0,4.2,43.958,50.417,32.026,-22.101,-58.815,444.03,5/12/2015
1,1,31.649,0,0,0,0,0,10.305,30.69,0,0,0,0,22.501,13.6,27.31,24,44.015,14.347,41.822,0,0,0,0,6.638,0,0,28.257,28.38,0,0,0,0,27.498,26.678,0,0,0,0,0,0,0,0,0,4.28,48.179,20.02,6.922,6.9,-28.51,424.84,5/12/2015
2,2,36.141,0,0,0,0,0,10.174,0,0,0,0,0,28.101,12.2,25.07,38.1,47.568,14.578,41.202,0,0,0,0,6.608,0,0,29.133,28.644,0,0,0,0,27.348,26.628,0,0,0,0,0,0,0,0,0,4.36,47.464,14.649,0,15.5,-25.91,419.07,5/12/2015
3,3,37.53,0,0,0,0,0,10.284,0,0,0,0,0,34.001,15.201,31.74,13,43.3,12.809,43.109,0,0,0,0,6.605,0,0,30.368,21.78,0,0,0,0,27.739,26.948,0,0,0,0,0,0,0,0,0,4.36,50.009,23.438,9.412,0.2,-40.907,416.65,5/12/2015
4,4,35.849,0,0,0,0,0,10.254,0,0,0,0,0,35.201,14.7,32.89,18,47.596,14.914,42.62,0,0,0,0,6.64,0,0,31.446,27.324,0,0,0,0,27.348,26.449,0,0,0,0,0,0,0,0,0,4.44,45.217,38.209,21.946,-7.8,-51.308,419.84,5/12/2015
5,5,33.286,0,0,0,0,0,10.078,7.506,0,0,13.121,20.129,34.501,14.7,31.1,33,50.163,16.043,43.71,0,0,0,0,6.638,0,0,0,27.06,0,20.139,0,0,27.538,26.449,0,0,0,0,0,0,0,0,0,4.44,39.931,20.875,9.824,14.9,-30.616,444.56,5/12/2015
6,6,37.188,0,0,0,0,0,10.137,30.572,0,0,0,0,31.401,15.901,36.98,24.5,41.54,13.087,44,0,0,0,0,6.621,0,0,18.486,26.532,0,0,0,0,27.658,26.978,0,0,0,0,0,0,0,0,0,4.53,42.221,30.152,16.196,1.6,-38.417,428.81,5/12/2015
7,7,37.933,0,0,0,0,0,10.086,30.248,0,0,0,0,35.101,14.3,35.07,25.6,45.249,14.135,43.49,0,0,0,0,6.601,0,0,18.374,29.964,0,0,0,0,27.748,27.378,0,0,0,0,0,0,0,0,0,4.36,37.557,16.114,9.888,11.2,-34.205,440.21,5/12/2015
8,8,34.746,0,0,0,0,0,10.071,27.715,0,13.527,0,0,32.401,14,32.11,46.5,53.641,17.599,43.93,0,0,0,0,6.603,0,0,0,30.096,0,7.492,0,0,28.108,27.238,0,0,0,0,0,4.9,4.9,0,0,4.2,50.708,0,20.454,11.8,-22.102,480.35,5/12/2015
9,9,34.595,0,0,0,0,0,8.614,27.803,4.931,32.926,0,0,31.501,14.9,36.62,47,48.704,14.732,43.662,0,0,0,0,6.603,0,0,10.579,31.416,0,8.696,0,0,26.969,26.618,0,0,0,0,0,4.9,4.9,0,0,4.12,48.168,0,35.835,3,-26.917,507.04,5/12/2015
10,10,32.729,0,0,0,0,0,8.65,27.627,3.867,32.843,0,0,33.001,16.301,33.51,48.2,51.612,16.067,39.717,0,0,0,0,6.601,0,0,16.195,31.68,0,0,0,0,27.148,26.848,0,3.536,0,0,0,0,4.9,0,0,4.3,50.153,0,29.133,-1.3,-26.112,513.78,5/12/2015
11,11,34.521,0,0,0,0,0,8.592,28.245,0,33.177,0,0,32.801,14.6,35.07,45.3,51.204,15.84,43.54,0,0,0,0,6.61,0,0,30.413,26.004,0,0,0,0,27.678,27.078,0,3.538,0,0,0,4.9,4.9,0,0,4.4,48.631,0,12.03,16.501,-35.304,533.81,5/12/2015
12,12,32.358,0,0,0,0,0,10.218,28.451,0,33.149,0,0,28.301,16.001,34.93,45.3,49.393,15.425,43.846,0,0,0,0,6.564,0,0,29.357,29.04,0,7.739,0,0,27.658,26.508,0,3.513,0,0,0,4.9,4.9,0,0,4.2,46.798,0,77.044,-13.5,-51.106,516.13,5/12/2015
13,13,24.808,0,0,0,0,0,10.122,28.098,0,33.149,0,0,28.801,11.9,25.69,43.4,53.961,17.453,27.005,0,0,0,0,6.554,0,0,22.574,28.644,0,9.776,0,0,27.378,26.898,0,0,0,0,0,4.9,4.9,0,0,4.28,50.208,0,55.876,-11.9,-39.003,485.52,5/12/2015
14,14,33.366,0,0,0,0,0,9.91,26.301,0,18.732,0,0,31.801,16.001,30.23,45.3,45.386,14.744,38.961,0,0,0,0,6.531,0,0,27.718,30.492,0,0,0,0,27.488,26.808,0,0,0,0,0,0,0,0,0,4.5,39.584,0,15.976,13.6,-28.803,473.07,5/12/2015
15,15,30.94,0,0,0,0,0,9.837,27.744,0,0,0,0,31.401,14.4,36.61,44.1,48.731,15.023,38.492,0,0,0,0,6.605,0,0,25.651,29.04,0,0,15.778,0,27.068,26.678,0,0,0,0,0,0,0,0,0,4.5,48.16,0,13.486,12.8,-30.012,484.48,5/12/2015
16,16,32.607,0,0,1.502,0,0,9.734,27.774,0,0,0,0,32.201,16.301,34.9,34.4,42.005,13.264,43.527,0,0,0,0,6.591,0,0,29.312,28.644,0,0,15.6,0,26.969,26.488,0,0,0,0,0,0,0,0,0,4.9,37.137,0,26.597,17.501,-41.108,460.86,5/12/2015
17,17,35.836,0,0,0,0,0,10.298,28.51,0,0,0,0,34.301,16.301,33.2,21.6,41.288,13.273,43.333,0,0,0,0,6.611,0,0,25.067,27.456,0,0,15.887,0,27.798,26.158,0,0,0,0,0,0,0,0,0,4.9,37.013,8.301,14.255,-2.4,-49.806,478.49,5/12/2015
18,18,20.449,16.611,18.653,8.374,0,0,9.016,32.104,20.722,33.873,0,0,34.901,15.801,37.65,48.9,42.009,13.559,30.123,0,0,0,0,6.588,0,0,29.919,30.36,0,0,16.161,0,28.129,26.768,0,0,0,0,0,4.9,4.9,0,0,5,37.571,41.505,26.157,-20.401,-57.918,583.68,5/12/2015
19,19,20.106,16.695,18.58,16.993,0,0,9.785,33.783,20.545,33.873,0,0,32.801,16.401,38.72,48.2,42.136,13.415,43.39,0,0,0,0,6.594,0,0,29.807,25.74,0,0,15.463,0,28.408,26.418,0,0,0,0,0,4.9,4.9,0,0,5.2,37.571,47.609,30.781,-21.901,-60.005,593.96,5/12/2015
20,20,26.198,0,0,0,0,0,10.254,33.577,20.658,33.873,0,0,34.401,15.201,35.4,50.2,51.693,16.693,43.48,0,0,0,0,6.584,0,0,27.223,33.66,0,0,15.641,0,27.959,27.009,0,0,0,0,0,4.9,4.9,0,0,4.91,47.618,55.666,39.525,-27.001,-65.517,569.34,5/12/2015
21,21,30.25,0,0,0,0,0,10.159,33.371,21.012,33.845,0,0,35.401,14.6,31.1,46.4,41.695,12.405,43.49,0,0,0,0,6.591,0,0,27.358,22.44,0,0,15.545,0,27.948,26.879,0,0,0,0,0,4.9,4.9,0,0,5,47.618,49.074,33.766,-24.401,-59.31,543.8,5/12/2015
22,22,9.753,0,0,0,0,0,10.269,32.281,0,6.235,0,0,32.601,15.301,32.5,52.3,42.392,13.166,43.3,0,0,0,0,6.584,0,0,31.896,31.416,0,0,16.94,0,27.869,26.579,0,0,0,0,0,0,0,6,0,5.06,47.405,37.233,21.699,-12.1,-47.902,490.93,5/12/2015
23,23,34.925,0,0,0,0,0,10.137,32.104,0,0,0,0,34.401,15.201,34.1,0.5,47.806,14.738,43.63,0,0,0,0,6.62,0,0,31.132,29.436,0,0,0,0,27.388,26.409,0,0,0,0,0,0,0,13.7,0,5,46.728,24.781,10.227,10.3,-37.501,446.16,5/12/2015
0,0,36.906,0,0,0,0,0,9.983,0,0,0,0,0,34.701,15.1,35.8,0,33.839,10.975,43.96,0,0,0,0,6.638,0,0,27.65,30.624,0,0,0,0,27.869,26.588,0,0,0,0,0,0,0,13.2,0,5.06,46.912,5.615,-5.329,14.9,-34.114,424.73,6/12/2015
1,1,37.019,0,0,0,0,0,0,0,0,0,0,0,31.801,15.301,30.3,0,51.761,0,42.857,0,0,0,0,6.636,0,0,29.807,32.208,0,0,0,0,27.628,26.628,0,0,0,0,0,0,0,13.5,0,5.15,41.387,37.355,22.77,-11.2,-53.706,396.78,6/12/2015
2,2,37.799,0,0,0,0,0,0,0,0,0,0,0,35.301,16.301,34.8,0,46.924,0,44,0,0,0,0,6.596,0,0,28.998,30.756,0,0,0,0,27.658,26.409,0,0,0,0,0,0,0,13.3,0,5.22,44.345,36.988,24.281,-4.1,-50.41,391.66,6/12/2015
3,3,32.85,0,0,0,0,0,0,0,0,0,0,0,33.701,14.2,33.2,0,48.78,0,43.91,0,0,0,0,6.573,0,0,28.257,32.472,0,0,0,0,27.558,26.528,0,0,0,0,0,0,0,13.3,0,5.06,34.075,35.89,21.433,-13,-54.018,390.17,6/12/2015
4,4,35.15,0,0,0,0,0,0,0,0,0,0,0,25.101,12.7,27.2,0,50.661,0,43.403,0,0,0,0,6.578,0,0,27.201,27.456,0,0,0,0,27.768,26.709,0,0,0,0,0,0,0,13,0,5.07,46.789,35.035,22.138,-14.2,-51.015,382.83,6/12/2015
5,5,37.646,0,0,0,0,0,0,0,0,0,0,0,32.401,14.6,32.5,0,44.936,0,43.34,0,25.94,0,0,6.593,0,0,31.738,27.852,0,0,0,0,27.648,26.728,0,0,0,0,0,0,0,13.3,0,5.06,35.937,41.993,29.124,-9.8,-52.809,397.73,6/12/2015
6,6,36.73,0,0,0,0,0,0,0,0,0,0,0,29.701,13.6,36.8,0,48.246,0,42.576,0,25.634,0,0,6.596,0,0,0,29.964,0,0,0,0,27.829,26.579,0,0,0,0,0,0,0,14.2,0,5.15,36.683,38.942,29.701,-14.5,-54.109,380.26,6/12/2015
7,7,35.313,0,0,0,0,0,0,0,0,0,0,0,27.501,13.4,31.6,0,47.414,0,42.02,0,25.968,0,0,6.596,0,0,0,29.172,0,0,0,0,27.938,26.928,0,0,0,0,0,0,0,17.8,0,5.38,44.834,26.734,25.535,-10,-49.202,388.79,6/12/2015
8,8,37.499,0,0,0,0,0,0,0,0,0,0,0,28.801,16.001,37.8,0,44.287,14.09,43.88,0,25.439,0,0,6.581,0,0,0,30.756,0,0,0,0,27.898,26.558,0,0,0,0,0,0,0,17.2,0,5.1,50.923,-1.953,6.006,28.301,-27.009,407.47,6/12/2015
9,9,35.339,0,0,0,0,0,0,0,0,0,0,0,35.001,16.001,33.28,0,52.101,16.331,43.78,0,25.745,0,0,6.596,0,0,0,25.608,0,0,0,0,27.758,26.608,0,0,0,0,0,0,0,17.2,0,5,47.535,-9.766,-3.323,23.001,-25.709,429.7,6/12/2015
10,10,37.46,0,0,0,0,0,0,0,0,0,0,0,31.001,16.301,33.39,0,51.624,15.863,43.95,0,25.634,0,0,6.601,0,0,20.013,24.816,0,0,0,0,27.258,25.918,0,0,0,0,0,0,4.9,17.3,0,5,48.613,6.958,12.69,15,-34.004,434.98,6/12/2015
11,11,37.817,0,0,0,0,0,0,0,0,2.004,0,0,32.001,15.201,34.37,0,51.722,16.528,42.919,0,25.801,0,0,6.6,0,0,27.538,26.796,0,0,0,0,27.139,25.528,0,0,0,0,0,0,0,17,0,4.9,38.973,5.737,6.116,19.301,-30.012,431.69,6/12/2015
12,12,37.177,0,0,0,0,0,0,0,0,6.513,0,0,29.601,13.7,31.1,10.3,42.324,13.645,43.251,0,25.996,0,0,6.615,0,0,29.29,29.304,0,0,0,0,27.348,25.668,0,0,0,0,0,0,0,17,0,4.8,42.298,1.831,0,20.701,-24.61,438.02,6/12/2015
13,13,33.202,0,0,0,0,0,0,0,0,7.571,0,0,33.001,13.3,21.85,6.4,49.669,15.776,38.432,0,25.968,0,0,6.581,0,0,29.088,28.38,0,0,0,0,27.408,25.828,0,0,0,0,0,0,0,17,0,4.6,46.061,5.005,5.045,18.701,-27.1,428.46,6/12/2015
14,14,27.156,0,0,0,0,0,0,32.782,0,3.897,0,0,33.101,15.901,23.17,0,47.433,14.578,38.048,0,25.578,0,0,6.61,0,0,30.278,26.532,0,0,0,0,27.348,26.308,0,0,0,0,0,0,0,17,0,4.5,43.746,5.127,7.627,18.401,-22.211,435.03,6/12/2015
15,15,22.552,0,0,0,0,0,0,30.985,0,3.897,0,0,27.901,16.001,27.51,0,52.445,16.361,27.065,0,25.94,0,0,6.61,0,0,33.445,30.888,8.422,0,0,0,27.208,25.898,0,0,0,0,0,0,0,17,0,4.6,50.675,16.602,13.688,15.2,-25.214,435.15,6/12/2015
16,16,22.061,0,0,0,0,0,0,30.867,0,0,0,0,22.401,13.4,21.1,0,52.075,16.459,33.326,0,25.801,0,0,6.588,0,0,29.559,28.116,0,0,0,0,27.248,25.868,0,0,0,0,0,0,0,16.8,0,4.8,46.996,10.987,6.253,4.3,-30.012,431.96,6/12/2015
17,17,36.075,0,0,0,0,0,0,0,0,0,0,0,33.101,16.001,39.1,0,51.605,0,43.5,0,25.857,0,0,6.605,0,0,23.652,30.624,0,0,0,0,27.358,26.488,0,0,0,0,0,0,0,17,0,5,46.003,36.988,24.436,-14,-58.01,438.56,6/12/2015
18,18,36.744,0,0,0,0,0,10.13,32.693,0,36.906,0,0,31.301,14.7,35.8,44.361,51.132,7.315,43.46,0,25.885,0,0,6.601,0,0,9.726,29.172,7.588,0,0,0,27.788,26.409,0,0,0,0,0,4.9,4.9,17,0,5.1,46.747,14.161,7.407,-0.6,-46.419,581.82,6/12/2015
19,19,37.838,0,0,0,0,0,9.932,32.016,0,36.378,0,0,27.801,16.401,32.6,46.558,52.469,16.957,43.39,0,25.94,0,0,6.596,0,0,29.043,20.196,9.83,0,0,0,27.208,26.118,5.514,0,0,0,0,0,0,17,0,5.1,47.317,42.238,28.739,-17.601,-58.504,577.34,6/12/2015
20,20,37.493,0,0,0,0,0,9.925,32.428,0,0,0,0,35.201,16.401,39.1,50.029,51.231,16.833,43.5,0,25.718,0,0,6.591,0,0,26.055,28.644,14.288,0,0,0,27.938,26.078,3.595,0,0,0,0,0,0,17,0,5.3,42.414,38.331,25.819,-14.5,-56.911,563.03,6/12/2015
21,21,37.06,0,0,0,0,0,10.152,33.548,0,0,0,0,35.101,15.401,35.9,31.165,43.199,13.806,43.54,0,25.718,0,0,6.596,0,0,29.649,24.684,9.215,0,0,0,27.808,26.188,8.673,0,0,0,0,0,0,17,0,5.3,38.697,43.58,28.117,-10.6,-55.208,512.53,6/12/2015
22,22,35.667,0,0,0,0,0,10.393,17.817,0,0,0,0,34.601,16.401,36.1,3.183,42.943,13.165,43.99,0,25.773,0,0,6.591,0,0,29.739,22.704,0,0,0,0,27.808,26.248,8.622,0,0,0,0,0,0,17,0,5.38,50.758,63.479,46.693,-32.501,-74.416,471.63,6/12/2015
23,23,33.481,0,0,0,0,0,10.349,0,0,0,0,0,29.801,16.001,35.7,11.833,47.175,14.495,43.3,0,25.801,0,0,6.613,0,0,25.584,28.908,0,0,0,0,27.578,25.778,0,0,0,0,0,0,0,17,0,5.5,40.005,64.211,46.565,-29.201,-69.71,433.04,6/12/2015
0,0,34.748,0,0,0,0,0,10.24,0,0,0,0,0,33.701,16.001,35.6,0,49.636,13.356,43.37,0,25.885,0,0,6.623,0,0,0,28.512,0,0,0,0,27.848,26.358,0,0,0,0,0,0,0,17.1,0,5.5,40.291,56.154,42.94,-31.201,-71.413,418.3,7/12/2015
1,1,37.014,0,0,0,0,0,10.225,0,0,0,0,0,35.301,15.901,30.9,0,46.746,14.796,43.73,0,25.578,0,0,6.566,0,0,0,27.06,0,0,0,0,27.338,26.048,0,0,0,0,0,0,0,17,0,5.5,37.67,48.341,37.611,-18.801,-61.104,401.34,7/12/2015
2,2,34.249,0,0,0,0,0,0,0,0,0,0,0,30.201,15.401,33.6,0,42.401,13.44,43.32,0,25.467,0,0,6.584,0,0,0,25.608,0,0,0,0,27.928,26.279,0,0,0,0,0,0,0,17,0,5.6,47.131,38.453,28.694,-17.201,-55.318,399.59,7/12/2015
3,3,34.063,0,0,0,0,0,0,0,0,0,0,0,31.501,15.901,28.3,0,43.688,0,39.29,0,25.495,0,0,0,0,0,11.455,30.492,0,0,0,0,27.338,26.198,0,0,0,0,0,0,0,17.4,0,5.5,48.933,47.121,35.212,-22.301,-57.314,382.84,7/12/2015
4,4,33.597,0,0,0,0,0,0,0,0,0,0,0,35.101,16.001,31.5,0,36.289,0,41.75,0,25.495,0,0,0,0,0,26.572,22.572,0,0,0,0,27.768,26.288,0,0,0,0,0,0,0,17.4,0,5.5,37.576,46.632,34.956,-27.001,-64.016,392.85,7/12/2015
5,5,36.62,0,0,0,0,0,0,0,0,0,0,0,27.001,15.801,34.1,0,51.378,0,42.9,0,25.551,0,0,0,0,0,27.583,28.776,0,0,0,0,27.999,26.818,0,0,0,0,0,0,0,17,0,5.5,49.134,40.651,28.758,-19.401,-57.515,423.67,7/12/2015
6,6,35.432,0,0,0,0,0,0,0,0,0,0,0,27.801,15.201,31.6,0,42.247,10,41.24,0,25.495,0,0,0,0,0,29.29,27.984,0,0,0,0,27.538,26.078,0,0,0,0,0,0,0,17.2,0,5.6,45.893,56.398,40.971,-33.301,-66.305,410.84,7/12/2015
7,7,36.288,0,0,0,0,0,0,0,0,0,0,0,34.501,14.8,33.1,0,44.729,0,42.93,0,25.523,0,0,0,3.807,0,31.626,25.08,0,0,0,0,24.649,24.718,0,0,0,0,0,0,0,17,0,5.53,47.893,50.783,45.274,-33.201,-69.015,418.35,7/12/2015
8,8,37.278,0,0,0,0,0,0.857,0.33,0,0,0,0,33.801,16.001,35.1,0,51.089,16.563,43.7,0,25.773,0,0,0,6.618,0,32.098,23.628,0,0,0,0,27.118,23.378,0,0,0,0,0,0,0,16.4,0,5.46,47.423,36.256,30.625,-32.501,-67.312,475.54,7/12/2015
9,9,37.528,0,0,0,0,0,10.254,31.338,0,0,0,0,33.001,15.901,37.93,33.2,42.856,13.9,43.89,0,25.912,0,0,0,6.603,0,31.379,24.024,0,0,0,0,26.839,23.479,0,0,0,0,0,0,0,17.4,0,5.3,48.254,37.843,37.455,-16.901,-58.815,509.4,7/12/2015
10,10,32.443,0,0,0,0,0,10.115,30.572,0,0,0,0,31.801,15.401,34.09,53,52.594,17.327,42.58,0,25.662,0,0,0,6.621,0,31.693,21.384,0,0,0,0,27.128,23.479,0,0,0,0,0,0,0,17.5,0,5,48.134,29.908,31.623,-17.401,-52.809,535.19,7/12/2015
11,11,31.038,0,0,0,0,0,9.983,30.278,0,0,0,0,24.201,13.8,31.38,53.1,52.795,16.215,37.47,0,26.024,0,0,0,6.626,0,30.009,32.736,0,0,0,0,26.378,23.359,0,0,0,0,0,0,0,17.3,0,4.9,48.94,32.105,26.167,-23.501,-49.11,530.88,7/12/2015
12,12,33.792,0,0,0,0,0,9.888,28.716,0,28.779,0,0,16.901,10.5,37.15,28.4,53.894,17.747,33.18,0,25.773,0,0,0,6.601,0,27.718,23.496,0,0,0,0,26.998,22.189,0,0,0,0,0,0,0,17.2,0,4.75,50.402,31.251,27.302,-27.501,-52.205,525.24,7/12/2015
13,13,26.782,0,0,0,0,0,9.815,28.334,0,0,0,0,25.901,12.4,35.49,52.6,52.857,17.398,34.82,0,25.718,0,0,0,6.598,0,31.401,27.588,0,0,0,0,29.978,28.948,0,0,0,0,0,0,0,17.3,0,4.75,47.656,46.144,41.786,-29.801,-57.918,516.14,7/12/2015
14,14,28.918,0,0,0,0,0,9.851,28.716,0,0,0,0,18.201,7.4,26.47,51.4,51.547,16.371,34.2,0,25.662,0,0,0,6.61,0,28.302,20.988,0,0,0,0,28.729,28.138,0,0,0,0,0,0,0,17.8,0,4.65,51.012,41.627,31.971,-39.601,-60.701,511.67,7/12/2015
15,15,24.92,0,0,0,0,0,9.588,28.245,0,36.071,0,0,11.3,5.8,25.69,51.3,41.28,13.414,28.8,0,25.829,0,0,0,6.603,0,26.662,10.956,0,0,0,0,28.408,27.458,0,0,0,0,0,4.9,4.9,17,0,4.75,47.991,33.937,32.163,-34.501,-46.016,496.29,7/12/2015
16,16,25.057,0,0,0,0,0,8.291,28.746,0,0,0,0,17.101,11,29.56,51.4,49.533,16.099,30.54,0,25.885,0,0,0,6.631,0,28.099,17.424,0,0,0,0,28.559,27.718,0,0,0,0,0,0,0,17.2,0,5,49.111,48.097,33.454,-42.901,-59.401,493.71,7/12/2015
17,17,31.667,0,0,0,0,0,8.372,28.599,0,0,0,0,28.801,15.701,34.99,21.6,51.644,16.946,43.26,0,26.052,0,0,0,6.608,0,28.279,20.064,0,0,0,0,29.098,27.318,0,0,0,0,0,0,0,17.2,0,5,38.999,38.575,20.637,-18.001,-52.315,491.3,7/12/2015
18,18,36.082,0,0,0,0,0,9.829,28.834,16.243,37.073,0,0,32.701,14.4,28.07,55,47.564,14.865,43.17,0,25.912,0,0,0,6.618,0,28.436,19.008,7.752,0,0,0,28.908,26.248,0,0,0,0,0,4.9,4.9,17.5,0,5.12,47.713,43.825,29.444,-25.401,-59.804,598.77,7/12/2015
19,19,34.062,0,0,0,0,0,9.932,30.838,17.709,36.433,0,0,21.101,13.5,26.37,51.8,47.665,14.962,42.74,0,25.634,0,0,0,6.615,0,27.628,20.328,0,0,0,0,28.968,26.938,0,0,0,0,0,4.9,4.9,18.4,0,5.3,49.807,41.261,26.203,-25.201,-53.304,577.58,7/12/2015
20,20,32.755,0,0,0,0,0,10.042,31.574,0,36.433,0,0,30.601,15.301,32.08,52.8,32.189,10.235,42.51,0,25.523,0,0,0,6.596,0,32.188,26.004,0,0,0,0,29.289,27.368,0,0,0,0,0,0,0,18.1,0,5.3,46.768,29.908,15.802,-23.401,-56.911,578.26,7/12/2015
21,21,32.188,0,0,0,0,0,10.086,31.574,0,0,0,0,34.801,15.201,30.93,51.8,47.499,14.845,39.71,0,25.439,0,0,0,6.616,0,27.628,30.096,0,0,0,0,28.678,26.738,0,0,0,0,0,0,0,18,0,5.5,45.752,50.172,32.85,-25.901,-62.606,528.59,7/12/2015
