,HORA,ABR,PCG1,PCG2,PCG3,PCG4,PCG5,PCG6,PCG7,PCG8,PCG9,PHC1,PHC2,AMY1,AMY2,PBP,CEN,EEC,EEC20,EOL,PNI1,PNI2,GSR,HEM,HPA1,HPA2,PHD,MTR,NSL,PCA1,PCA2,PCF1,PCF2,PEN3,PEN4,PHL1,PHL2,PLB1,PLB2,PMG3,PMG4,PMG5,PMT1,PMT2,PMT3,TPC,LNI-L9040,SND-L9090,AMY-L9030,TCPI-L9150,Demanda,Date
0,0,35.652,0,0,0,0,0,0,0,0,0,0,0,32.201,16.301,36.78,3.532,27.561,0,43.727,0,25.801,0,0,5.278,0,0,25.988,31.548,0,0,0,0,27.177,26.658,0,0,0,0,0,0,0,19,0,5.54,29.549,32.594,19.218,-14.7,-56.417,411.61,1/12/2015
1,1,31.789,0,0,0,0,0,0,0,0,0,0,0,31.101,16.501,28.15,0,27.738,0,40.72,0,25.606,0,0,5.249,0,0,30.413,28.512,0,0,0,0,27.948,26.898,0,0,0,0,0,0,0,19,0,5.62,28.669,29.054,19.538,-19.901,-53.212,398.44,1/12/2015
2,2,33.855,0,0,0,0,0,0,0,0,0,0,0,31.401,15.501,29.78,0,27.898,0,40.829,0,25.69,0,0,0.98,0,0,30.525,28.248,0,0,0,0,27.758,27.218,0,0,0,0,0,0,0,19,0,5.7,22.659,34.181,19.126,-18.501,-55.318,387.57,1/12/2015
3,3,29.078,0,0,0,0,0,0,0,0,0,0,0,29.001,15.701,24.43,0,35.586,0,31.696,0,25.718,0,0,0,0,0,10.714,30.756,0,0,0,0,28.538,27.607,0,0,0,0,0,0,0,19,0,5.8,29.995,26.856,17.853,-26.701,-54.311,379.94,1/12/2015
4,4,28.196,0,0,0,0,0,0,0,0,0,0,0,30.901,15,26.19,0,30.463,0,31.813,0,25.773,0,0,5.915,0,0,30.885,30.096,0,0,0,0,28.238,27.468,0,0,0,0,0,0,0,19.3,0,5.8,37.524,40.407,25.91,-23.901,-52.919,384.07,1/12/2015
5,5,28.795,0,0,0,0,0,0,19.555,0,0,0,0,23.901,12.6,16.72,0,47.567,0,29.155,0,25.634,0,0,6.618,0,0,31.806,22.572,0,0,0,0,27.788,27.368,0,0,0,0,0,0,0,19,0,5.9,41.177,37.111,23.319,-32.301,-52.004,410.05,1/12/2015
6,6,20.564,0,0,0,0,0,10.657,32.517,0,0,0,0,21.201,10.5,14.4,0,34.216,0,26.391,0,25.69,0,0,6.611,0,0,31.648,23.76,0,0,0,0,27.118,27.218,0,0,0,0,0,0,0,19,0,5.8,34.363,40.04,26.203,-43.601,-54.018,403.04,1/12/2015
7,7,33.706,0,0,0,0,0,10.533,31.957,0,0,0,0,17.701,9.7,13.56,0,46.013,14.261,26.49,0,25.718,0,0,6.605,0,0,28.661,31.152,0,0,0,0,27.718,27.638,0,0,0,0,0,0,0,18.8,0,5.7,39.159,38.209,24.784,-32.501,-46.602,431.19,1/12/2015
8,8,30.372,0,18.592,0,0,0,9.192,31.78,0,0,0,0,13.2,8.9,21.82,29.648,49.266,15.77,32.52,0,25.634,0,0,6.584,0,0,28.414,25.08,0,0,0,0,27.408,27.318,0,0,0,0,0,0,0,18.8,0,5.7,46.671,19.776,21.964,-23.301,-40.815,495.04,1/12/2015
9,9,27.872,0,18.458,0,7.373,0,8.841,32.104,0,24.743,0,0,12.7,7.7,16.33,54.206,51.136,16.558,33.708,0,25.745,0,0,6.59,0,0,28.998,30.228,0,0,0,0,28.118,27.518,0,0,0,0,0,0,0,18.9,0,5.62,49.341,28.443,23.466,-22.001,-37.904,540.79,1/12/2015
10,10,24.256,0,18.494,0,16.846,0,8.958,30.278,0,33.26,0,0,13.4,5.7,16.39,52.711,50.698,16.381,26.941,0,25.356,0,0,6.59,0,0,30.188,27.72,0,10.117,0,0,27.668,27.529,0,0,0,0,0,4.9,4.9,18.5,0,5.62,50.966,34.669,31.458,-32.701,-46.803,567.76,1/12/2015
11,11,19.627,0,18.616,0,16.895,15.723,8.899,30.248,11.973,33.232,0,0,14.1,6.3,13.45,51.893,49.821,16.378,21.643,0,25.857,0,0,6.603,0,0,31.581,33.66,0,14.698,0,0,27.298,27.328,0,0,0,0,0,4.9,4.9,18.7,0,5.62,47.566,32.716,27.641,-29.401,-38.105,584.67,1/12/2015
12,12,15.635,0,18.567,0,16.944,17.188,8.804,30.248,20.319,33.232,0,0,11.1,9.2,17.25,52.904,47.208,15.309,22.399,0,25.773,0,0,6.594,0,0,29.919,33.528,0,6.768,0,0,27.248,27.328,0,6.89,0,0,0,4.9,4.9,18.4,0,5.39,44.688,48.341,41.154,-37.801,-46.803,573.75,1/12/2015
13,13,21.495,0,18.421,0,17.09,17.188,8.753,30.013,20.4,33.093,0,0,13.1,7.3,13.28,53.15,42.148,13.496,20.751,0,25.801,0,0,6.594,0,0,29.223,33.66,0,0,0,0,27.229,27.148,0,3.519,0,0,0,4.9,4.9,18.7,0,5.31,48.953,46.51,39.763,-38.301,-48.506,566.15,1/12/2015
14,14,15.541,0,18.604,0,17.188,17.285,8.694,29.63,20.464,33.177,0,0,9.9,5.7,9.47,51.895,51.998,17.179,14.496,0,25.912,0,0,5.076,5.019,0,29.807,33.66,17.747,19.182,0,0,27.208,27.628,0,6.712,0,0,0,4.9,4.9,18.8,0,5.3,47.822,66.897,55.281,-54.102,-58.303,591.13,1/12/2015
15,15,12.316,0,18.287,0,16.712,16.992,9.112,29.158,20.013,33.761,0,0,7.4,5.4,10.25,48.231,51.726,16.67,15.101,0,25.885,0,0,5.076,5.026,0,7.03,31.812,12.114,13.563,15.272,0,27.658,26.879,6.385,6.31,0,0,0,4.9,4.9,18.7,0,5.3,46.027,31.617,24.812,-33.601,-36.604,587.75,1/12/2015
16,16,10.993,0,18.409,0,16.004,0,10.122,28.186,20.11,35.598,0,0,8.7,4.6,8.63,48.236,51.682,17.062,12.411,0,25.94,0,0,5.058,5.044,0,8.76,31.152,17.419,18.881,15.983,0,27.278,27.678,8.179,8.103,0,0,0,4.9,4.9,18.4,0,5.3,45.457,51.271,38.966,-46.501,-44.404,569.83,1/12/2015
17,17,8.326,0,18.482,0,0,0,10.598,28.864,20.191,35.598,0,0,7.9,5.9,6.92,47.999,51.875,16.993,13.473,0,25.968,0,0,5.066,5.051,0,8.67,32.208,13.686,15.094,15.778,0,27.298,27.368,6.958,6.892,0,0,0,4.9,4.9,18.4,0,5.38,44.841,51.271,28.648,-36.501,-38.307,536.48,1/12/2015
18,18,13.459,16.191,18.421,10.474,6.14,0,10.159,29.777,20.416,35.654,0,0,7.7,5.1,6.89,51.88,51.388,16.938,16.858,0,38.549,0,0,5.058,5.036,0,8.288,23.232,21.11,22.395,19.633,19.579,26.969,27.358,8.824,8.874,0,0,0,4.9,4.9,18.6,0,5.46,49.509,44.679,24.592,-33.601,-34.608,634.67,1/12/2015
19,19,9.351,16.961,18.348,16.456,17.982,0,11.155,30.16,20.577,35.654,0,0,9,4.5,10.56,52.229,51.506,16.949,9.614,0,47.26,0,0,5.085,5.029,0,5.66,24.288,16.475,17.938,15.641,14.561,29.048,24.678,4.426,4.313,0,0,0,4.9,4.9,18.9,0,5.46,48.697,45.045,25.553,-41.201,-34.004,632.89,1/12/2015
20,20,19.133,14.454,18.494,9.473,0,0,11.661,30.425,21.27,35.654,0,0,25.901,10.3,17.26,45.112,31.823,9.968,20.68,0,45.646,0,0,5.059,5.033,0,11.86,20.988,7.725,8.846,0,0,28.608,27.898,3.526,3.442,0,0,0,4.9,4.9,19,0,5.38,46.225,28.565,15.455,-27.601,-44.111,598.33,1/12/2015
21,21,25.537,0,4.541,0,0,0,11.946,30.455,20.706,35.598,0,0,27.601,12.3,22.6,51.661,30.927,9.983,37.026,0,25.718,0,0,5.08,5.038,0,21.631,21.384,7.137,0,0,0,29.748,28.259,3.53,3.452,0,0,0,4.9,4.9,18.6,0,5.5,36.339,48.708,32.832,-23.101,-54.915,538.6,1/12/2015
22,22,27.453,0,0,0,0,0,11.792,32.016,0,0,0,0,31.801,15.301,32.4,22.969,41.156,13.623,43.729,0,25.773,0,0,5.068,5.038,0,9.614,30.36,0,0,0,0,29.518,28.248,3.505,0,0,0,0,0,0,18.8,0,5.45,36.443,40.529,28.648,-23.101,-59.017,483,1/12/2015
23,23,33.499,0,0,0,0,0,11.91,0,0,0,0,0,28.901,14.1,28.2,0,50.72,16.274,33.938,0,25.857,0,0,6.21,6.22,0,21.473,31.944,0,0,0,0,31.828,28.467,3.505,0,0,0,0,0,0,18.7,0,5.45,39.515,34.303,16.746,-14.9,-47.114,447.68,1/12/2015
0,0,29.054,0,0,0,0,0,0,0,0,0,0,0,21.701,12.9,20.7,0,53.062,0,27.391,0,25.606,0,0,5.169,5.137,0,26.37,32.076,0,0,0,0,29.868,27.848,0,0,0,0,0,0,0,18.8,0,5.57,50.603,31.129,16.068,-26.101,-48.213,418.97,2/12/2015
1,1,27.066,0,0,0,0,0,0,0,0,0,0,0,21.201,11.8,22.1,0,45.618,14.776,23.82,0,25.551,0,0,6.197,6.224,0,28.683,33.66,0,0,0,0,29.698,27.368,0,0,0,0,0,0,0,18.5,0,5.8,47.631,44.191,24.793,-30.301,-47.719,404.74,2/12/2015
2,2,32.628,0,0,0,0,0,0,0,0,0,0,0,25.601,12.8,20.9,0,49.902,14.734,27.854,0,25.69,0,0,6.199,6.163,0,28.459,16.368,0,0,0,0,29.988,27.818,0,0,0,0,0,0,0,19,0,5.8,48.837,49.928,30.644,-23.401,-50.502,392.07,2/12/2015
3,3,29.825,0,0,0,0,0,0,0,0,0,0,0,21.801,12.1,26.6,0,42.744,14.129,26.18,0,25.69,0,0,0,6.652,0,28.077,30.624,0,0,0,0,29.148,27.518,0,0,0,0,0,0,0,19,0,5.81,47.33,48.463,28.785,-29.001,-52.516,397.5,2/12/2015
4,4,20.341,0,0,0,0,0,9.405,6.416,0,0,0,0,22.101,11.7,24.6,0,54.627,17.953,31.516,0,25.551,0,0,0,6.625,0,30.009,0,0,0,0,0,29.428,27.378,0,0,0,0,0,0,0,19,0,5.86,42.156,43.092,25.095,-33.901,-54.018,404.42,2/12/2015
5,5,23.954,0,0,0,0,0,11.082,32.045,0,33.817,0,0,15.301,7.9,17.9,47,41.223,13.487,16.131,0,25.606,0,0,0,6.633,0,29.357,0,0,0,0,0,29.268,27.229,0,0,0,0,0,0,0,0,0,0,46.936,49.928,37.849,-36.001,-44.404,417.5,2/12/2015
6,6,20.539,0,0,0,0,0,10.503,32.252,0,0,0,0,16.901,8.3,18.8,43.4,43.288,14.05,29.211,0,25.801,0,0,0,6.593,0,31.109,0,0,0,0,0,30.908,29.168,0,0,0,0,0,0,0,0,0,0,36.945,40.529,29.398,-31.501,-49.715,409.06,2/12/2015
7,7,25.371,0,0,0,0,0,10.401,31.928,0,6.123,0,0,19.601,8.5,17,52.5,48.114,15.245,18.509,0,25.829,0,0,0,6.616,0,31.716,6.204,0,0,0,0,28.448,26.888,0,0,0,0,0,0,0,0,0,0,48.528,30.641,26.148,-28.901,-42.409,442.05,2/12/2015
8,8,23.06,0,14.344,0,0,0,10.43,31.957,0,35.821,0,0,17.301,9.1,20.8,48.1,52.695,17.34,25.087,0,25.829,0,0,0,6.636,0,28.975,25.74,0,0,0,0,28.808,27.439,0,0,0,0,0,0,0,0,0,0,49.619,28.321,25.581,-22.901,-38.105,506.21,2/12/2015
9,9,23.097,0,18.531,0,18.604,15.918,10.254,30.307,20.561,36.934,0,0,13.6,10,17.7,48.1,48.366,15.232,15.47,0,25.829,0,0,0,6.62,0,30.795,32.604,7.451,0,0,0,27.778,27.368,0,0,0,0,0,4.9,4.9,0,0,0,45.329,29.786,24.491,-16.701,-29.81,548.48,2/12/2015
10,10,15.387,10.196,18.433,0,18.506,15.918,10.305,28.982,20.593,36.906,0,0,10.9,7.4,14.6,49.159,51.045,16.8,15.426,0,25.968,0,0,0,6.591,0,30.121,33.66,10.569,0,0,0,27.838,27.348,0,8.965,0,0,0,4.9,4.9,0,0,0,50.81,31.617,23.594,-26.601,-34.315,577.97,2/12/2015
11,11,11.766,16.807,18.58,0,18.616,15.82,10.21,28.775,20.448,37.407,0,0,8.3,4.9,10.5,52.436,51.759,16.964,8.382,0,25.996,0,0,0,6.635,0,28.01,21.912,23.653,24.897,16.913,0,25.898,24.588,3.996,3.919,0,0,0,4.9,4.9,0,0,0,50.183,45.412,34.709,-34.801,-36.018,588.8,2/12/2015
12,12,10.678,16.513,18.458,15.467,16.663,15.82,10.262,28.864,18.773,36.767,0,0,6.8,4.8,8.1,49.243,50.818,16.548,11.192,0,26.191,0,0,0,6.623,0,30.907,21.648,7.465,8.846,15.149,0,28.568,27.168,3.508,3.409,0,0,0,4.9,4.9,0,0,0,46.963,23.316,17.606,-21.601,-23.511,576.2,2/12/2015
13,13,12.047,16.568,18.409,16.517,18.47,15.723,10.327,28.54,19.288,37.324,0,0,3,2.8,7.3,44.838,47.5,17.09,5.877,0,26.191,0,0,0,6.605,0,28.347,27.456,9.024,10.541,0,0,28.118,27.148,3.56,3.46,0,0,0,4.9,4.9,0,0,0,47.659,28.565,23.026,-38.501,-27.503,563.95,2/12/2015
14,14,4.374,15.728,18.262,16.456,18.226,15.723,10.122,29.512,18.773,36.795,0,0,3.1,1.3,5.1,52.708,51.131,11.894,3.581,0,25.718,0,0,0,6.616,0,27.718,25.08,23.01,24.214,15.655,0,33.067,24.259,8.821,8.771,0,0,0,4.9,4.9,0,0,0,50.486,25.513,18.622,-19.201,-16.608,587.69,2/12/2015
15,15,3.727,16.639,18.299,16.553,18.58,15.82,10.262,28.245,19.208,35.682,0,0,0.8,2,1.9,51.069,51.525,0,4.874,0,32.509,0,0,0,6.573,0,29.672,25.608,21.917,23.311,21.083,0,34.718,24.418,8.88,8.782,0,0,0,4.9,4.9,0,0,0,50.461,7.935,0,-9.4,-6.409,600.79,2/12/2015
16,16,1.955,16.457,18.189,16.309,18.226,15.723,10.086,28.334,18.595,35.682,0,0,0.5,0.4,1.5,50.712,50.497,0,2.885,0,35.737,0,0,0,6.591,0,30.346,29.304,15.286,16.694,14.821,0,28.748,28.648,7.731,7.731,0,0,0,4.9,4.9,0,0,0,50.284,20.753,8.652,-18.201,-13.715,570.31,2/12/2015
17,17,2.016,16.723,18.274,16.834,18.409,16.504,10.144,29.748,19.32,35.71,0,0,0.1,0.1,1.2,49.907,51.151,0,1.413,0,35.626,0,0,0,6.61,0,24.663,27.588,8.367,9.803,16.147,0,31.748,28.408,8.431,8.38,0,0,0,4.9,4.9,0,0,0,46.173,62.258,35.203,-51.202,-31.312,534.34,2/12/2015
18,18,1.552,16.597,18.213,16.968,18.482,17.285,10.262,30.72,20.883,36.238,0,0,0.1,0,1.1,52.981,51.51,16.949,0.443,0,47.093,0,0,0,6.618,0,32.277,30.36,18.143,19.592,20.385,20.126,31.758,28.518,8.859,8.87,0,0,0,4.9,4.9,0,0,0,50.702,54.689,28.602,-49.101,-31.806,641.01,2/12/2015
19,19,2.994,16.737,18.36,16.834,18.213,17.188,10.152,31.073,20.787,35.153,12.575,0,0.1,0,3.3,51,51.83,16.812,2.438,0,47.455,0,0,0,6.63,0,29.312,31.284,17.596,19.059,15.313,14.178,28.658,28.478,4.053,5.425,0,0,0,4.9,4.9,0,0,0,50.662,50.905,27.503,-47.201,-32.814,635.05,2/12/2015
20,20,1.879,16.709,18.274,16.919,18.323,17.188,10.108,31.22,19.933,35.153,0,0,0.1,0,3.3,51.157,51.435,16.366,3.927,0,47.539,0,0,0,6.591,0,29.425,27.852,13.536,14.807,15.477,14.438,28.859,26.718,3.43,8.908,0,0,0,4.9,4.9,0,0,0,47.652,49.44,26.185,-45.601,-34.114,611.13,2/12/2015
21,21,2.228,16.709,18.213,16.785,18.177,16.992,10.203,31.162,19.901,36.238,0,0,0.1,0,3.59,50.582,49.326,15.441,1.434,0,47.706,0,0,0,6.615,0,27.156,29.04,7.369,0,14.711,0,30.268,28.628,0,6.735,0,0,0,4.9,4.9,0,0,0,47.683,53.957,31.303,-47.501,-33.308,558.36,2/12/2015
22,22,4.441,15.098,18.336,17.017,0,0,10.086,30.985,21.447,36.823,0,0,0.6,0.3,6.67,50.674,41.24,13.029,5.156,0,33.678,0,0,0,6.623,0,29.896,31.152,0,0,0,0,30.128,28.148,0,0,0,0,0,4.9,4.9,0,0,0,49.367,72.756,50.31,-64.902,-51.802,484.35,2/12/2015
23,23,12.314,0,0,0,0,0,10.181,31.014,0,37.352,0,0,8.1,6.2,9.5,53.289,49.868,16.256,22.152,0,25.244,0,0,0,6.621,0,30.57,30.624,0,0,0,0,28.318,28.098,0,0,0,0,0,0,0,0,0,0,38.676,39.43,20.49,-26.201,-34.901,445.55,2/12/2015
0,0,4.483,0,0,0,0,0,10.276,30.985,0,37.324,0,0,5.8,3.3,9.58,48.608,47.475,14.985,10.51,0,25.467,0,0,0,6.601,0,26.662,30.492,0,0,0,0,29.608,26.839,0,0,0,0,0,0,0,0,0,0,46.452,48.341,29.197,-41.201,-38.105,417.23,3/12/2015
1,1,6.81,0,0,0,0,0,10.181,29.482,0,35.765,0,0,1.7,1.2,6.75,45.537,49.579,12.49,5.385,0,25.467,0,0,6.642,0,0,30.57,32.076,0,0,0,0,30.328,28.897,0,0,0,0,0,0,0,0,0,0,50.185,33.448,14.008,-28.401,-23.218,413.23,3/12/2015
2,2,3.835,0,0,0,0,0,10.437,29.836,0,0,0,0,0.8,0.9,2.3,53.588,47.5,12.49,3.551,0,25.467,0,0,6.578,0,0,30.548,27.456,0,0,0,0,29.188,28.758,0,0,0,0,0,0,0,0,0,0,50.185,47.731,25.581,-50.102,-39.204,379.44,3/12/2015
3,3,2.233,0,0,0,0,0,10.525,29.659,0,0,0,0,0,0,2.21,53.541,55.818,17.895,3.526,0,25.718,0,0,6.588,0,0,31.087,28.644,0,0,0,0,29.998,27.638,0,0,0,0,0,0,0,0,0,0,50.185,44.191,20.554,-48.001,-32.814,391.36,3/12/2015
4,4,4.569,0,0,0,0,0,10.855,30.337,0,11.05,0,0,1.8,1.7,4.76,52.956,55.387,17.816,5.54,0,25.551,0,0,6.559,0,0,0,31.416,0,0,0,0,29.708,28.748,0,0,0,0,0,0,0,0,0,0,51,35.89,20.746,-49.502,-37.611,400.25,3/12/2015
5,5,4.697,0,0,0,0,0,10.672,30.189,21.883,33.316,0,0,1.3,1.1,2.77,52.961,51.847,16.883,4.263,0,25.411,0,0,6.586,0,0,0,30.624,0,0,0,0,30.617,29.378,0,0,0,0,0,0,0,0,0,0,50.924,39.796,20.133,-48.901,-35.011,429.4,3/12/2015
6,6,3.716,0,0,0,0,0,10.708,30.396,21.673,33.316,0,0,0,0.2,7.54,52.045,50.846,15.952,4.14,0,25.411,0,0,6.571,0,0,17.34,26.4,0,0,0,0,30.028,28.868,0,0,0,0,0,0,0,0,0,0,51.139,49.196,27.842,-46.801,-32.704,418.77,3/12/2015
7,7,14.119,15.126,18.799,0,0,0,10.598,31.368,21.786,33.316,0,0,0.4,1.1,7.65,53.899,32.997,0,6.403,0,25.912,0,0,6.581,0,0,26.617,30.624,0,0,0,0,29.868,27.978,0,0,0,0,0,0,0,0,0,0,45.436,19.044,11.426,-18.701,-11.005,439.84,3/12/2015
8,8,10.108,16.737,18.445,9.436,11.133,0,9.156,29.659,19.739,35.737,0,0,0.1,1.3,6.22,52.99,45.133,0,5.508,0,47.344,0,0,6.561,0,0,29.335,27.324,6.768,0,0,0,29.618,29.268,0,0,0,0,0,0,0,0,0,0,48.46,13.916,14.731,-21.001,-11.408,499.86,3/12/2015
9,9,9.134,16.779,18.799,15.796,17.298,17.285,9.024,29.453,19.949,34.624,0,0,6.3,3.7,8.21,53.142,45.704,0,9.52,0,47.761,0,0,6.591,0,0,29.582,32.34,8.244,9.694,0,0,27.999,27.148,0,3.696,0,0,0,0,0,0,0,0,46.516,34.059,0,-15.2,-14.905,550.33,3/12/2015
10,10,8.366,16.681,18.726,15.662,17.042,17.285,9.024,29.276,18.982,34.624,12.098,25.148,6.4,4.1,7.6,46.743,49.638,0,8.999,0,47.232,0,0,6.593,0,0,0,33.66,12.866,14.465,0,0,28.788,28.928,0,8.93,0,0,0,0,0,0,0,0,49.914,50.172,0,-26.701,-25.306,579.62,3/12/2015
11,11,14.512,16.457,18.555,15.809,17.042,17.285,9.068,30.543,18.934,34.04,12.098,36.133,6.8,3.3,10.11,52.16,51.434,0,10.748,0,47.65,0,0,6.586,0,0,0,33.396,13.18,14.766,0,0,29.088,28.238,3.601,3.545,0,0,0,0,0,0,0,0.5,50.436,53.957,0,-22.201,-25.709,599.99,3/12/2015
12,12,12.478,15.7,18.372,15.54,16.773,16.992,8.921,31.044,18.773,34.012,12.038,36.142,9.3,6.3,10.73,52.036,49.005,15.6,15.446,0,47.678,0,0,6.561,0,0,0,29.7,7.944,9.42,0,0,28.708,28.597,3.526,3.508,0,0,0,0,0,0,0,0.5,47.057,50.172,0,-19.901,-23.804,601.94,3/12/2015
13,13,15.315,15.967,18.152,15.784,16.81,16.992,8.804,30.631,17.29,34.012,0,10.108,5.9,3.4,11.65,48.732,52.474,16.615,11.909,0,47.594,0,0,6.59,0,0,21.069,31.02,6.877,8.217,0,0,28.388,28.438,3.613,3.491,0,0,0,0,0,0,0,0,50.986,60.793,0,-23.801,-26.716,576.56,3/12/2015
14,14,10.836,15.98,18.592,15.723,16.907,17.285,8.701,29.335,17.628,34.012,12.558,20.199,3.6,2.3,6.84,47.566,51.021,16.595,6.604,0,47.789,0,0,6.586,0,0,27.785,24.948,10.09,11.512,15.477,0,28.108,27.978,3.482,3.382,0,0,0,0,0,0,0,0,47.779,64.821,0,-31.801,-28.016,602.23,3/12/2015
15,15,8.882,16.05,18.494,15.735,16.968,17.285,8.562,29.07,17.081,34.012,12.592,30.307,4,3.2,6.14,50.476,51.228,16.349,6.832,0,47.622,0,0,6.583,0,0,31.446,22.44,7.465,8.764,15.86,0,28.088,27.208,3.512,3.478,0,0,0,0,0,0,0,0,47.916,58.351,0,-25.201,-21.113,601.62,3/12/2015
16,16,5.675,16.176,18.445,15.87,17.066,17.188,9.536,30.72,18.998,32.564,12.584,10.117,4.8,2.9,4.12,50.549,48.129,15.052,7.847,0,47.344,0,0,6.598,0,0,28.571,26.268,7.93,9.174,16.379,0,27.808,26.168,3.509,3.485,0,0,0,0,0,0,0,0,46.898,68.484,0,-35.801,-23.218,579.04,3/12/2015
17,17,8.368,16.219,18.189,17.029,17.078,7.031,10.071,30.337,20.416,33.149,0,0,10.2,4.9,8.15,47.789,50.11,16.034,11.497,0,35.904,0,0,6.568,0,0,30.031,25.74,7.93,9.174,16.133,0,26.628,25.538,3.496,3.394,0,0,0,0,0,0,0,0,47.718,95.462,0,-45.801,-41.804,556.97,3/12/2015
18,18,8.938,16.568,18.274,16.59,16.712,17.285,10.115,30.69,20.819,34.012,12.081,0,8,4.8,9.5,54.512,51.796,17.004,11.191,0,47.622,0,0,6.579,0,0,29.29,27.984,18.294,19.729,15.395,14.329,26.438,25.348,3.948,3.86,0,0,0,0,0,0,0,0,50.74,42.604,24.958,-33.101,-33.418,647.41,3/12/2015
19,19,6.516,16.457,18.482,16.797,16.834,17.188,10.43,32.87,20.835,34.596,12.575,10.055,8.2,4.5,5.29,55.389,51.342,16.818,12.838,0,47.483,0,0,6.593,0,0,30.57,26.928,14.247,15.709,15.463,15.409,24.718,24.238,3.6,3.488,0,0,0,0,0,0,0,0,47.885,50.295,31.898,-41.501,-35.011,638.69,3/12/2015
20,20,7.17,16.471,18.384,16.651,16.663,17.09,10.342,33.047,20.11,34.596,0,0,17.501,10.6,11.37,54.52,47.985,15.211,22.614,0,47.566,0,0,6.571,0,0,31.693,27.456,7.629,8.805,15.819,0,27.548,26.738,3.564,3.418,0,0,0,4.9,4.9,0,0,0,47.15,55.055,35.459,-34.101,-45.21,622.88,3/12/2015
21,21,12.666,16.625,18.262,16.944,15.528,0,10.393,33.224,21.335,34.596,0,0,14.9,7.1,13.64,55.267,49.038,15.403,17.106,0,47.511,0,0,6.578,0,0,30.391,29.568,7.492,0,0,0,28.268,22.579,4.999,4.966,0,0,0,4.9,4.9,0,0,0,47.127,52.37,37.446,-36.301,-39.607,577.42,3/12/2015
22,22,13.718,16.401,18.421,0,0,0,10.423,33.224,20.722,34.04,0,0,17.101,9,12.98,50.469,41.459,13.436,20.866,0,25.801,0,0,6.564,0,0,28.751,24.024,0,0,0,0,28.388,21.979,3.477,0,0,0,0,4.9,4.9,0,0,0,46.735,21.973,5.301,-10.6,-23.402,514.51,3/12/2015
23,23,21.834,0,0,0,0,0,10.423,33.724,19.03,34.067,0,0,18.801,9.8,14.93,42.995,41.486,13.195,21.695,0,25.773,0,0,6.594,0,0,29.088,27.588,0,0,0,0,27.378,21.259,3.488,0,0,0,0,0,0,0,0,0,42.623,43.58,25.571,-23.201,-40.815,460.65,3/12/2015
0,0,23.437,0,0,0,0,0,10.511,33.99,0,34.179,0,0,18.001,9.6,13.84,36.197,53.074,17.354,22.86,0,25.773,0,0,6.576,0,0,28.616,28.512,0,0,0,0,28.088,26.358,0,0,0,0,0,0,0,0,0,0,40.686,41.749,23.154,-26.501,-25.709,444.97,4/12/2015
1,1,9.948,0,0,0,0,0,10.489,33.754,0,34.262,0,0,14,7.4,11.15,48.209,41.631,13.081,17.325,0,25.578,0,0,6.564,0,0,29.043,26.928,0,0,0,0,29.678,27.177,0,0,0,0,0,0,0,0,0,0,40.429,38.82,21.827,-24.701,-29.902,420.6,4/12/2015
2,2,9.99,0,0,0,0,0,10.481,33.724,0,33.01,0,0,13.2,9.4,14.62,46.156,41.91,13.336,10.324,0,25.662,0,0,6.593,0,0,29.11,26.4,0,0,0,0,28.848,27.388,0,0,0,0,0,0,0,0,0,0,29.613,49.196,30.067,-41.501,-41.31,413.3,4/12/2015
3,3,14.622,0,0,0,0,0,10.511,33.931,0,0,0,0,9.4,5.6,10.39,39.192,52.224,17.263,18.188,0,25.551,0,0,6.581,0,0,26.752,26.796,0,0,0,0,29.027,27.309,0,0,0,0,0,0,0,0,0,0,38.273,41.627,22.77,-38.801,-39.607,405.61,4/12/2015
4,4,13.104,0,0,0,0,0,10.511,33.931,0,14.557,0,0,5.6,6.7,13.39,45.206,51.336,16.638,20.011,0,25.662,0,0,6.559,0,0,30.615,32.604,0,0,0,0,28.308,27.338,0,0,0,0,0,0,0,0,0,0,40.352,45.534,27.778,-37.501,-36.11,422.73,4/12/2015
5,5,13.69,0,0,0,0,0,10.562,33.931,0,33.038,0,0,7.6,5.5,12.63,48.899,41.308,13.044,13.343,0,25.495,0,0,6.588,0,0,29.088,30.36,0,0,0,0,28.098,27.298,0,0,0,0,0,0,0,0,0,0,42.53,46.022,28.016,-45.901,-42.409,437.28,4/12/2015
6,6,10.093,0,0,0,0,0,10.598,33.931,20.964,33.01,0,0,13.3,7.1,20.17,32.39,41.537,13.281,10.288,0,25.384,0,0,6.586,0,0,26.168,15.972,0,0,0,0,27.888,27.269,0,0,0,0,0,4.9,4.9,0,0,0,29.659,37.965,19.51,-36.301,-35.908,430.12,4/12/2015
7,7,10.208,0,0,0,0,0,10.32,33.4,20.835,32.954,0,0,16.101,9.3,19.39,37.026,51.916,16.514,10.29,0,25.801,0,0,6.603,0,0,28.032,13.068,0,0,0,0,28.559,27.188,0,0,0,0,0,4.9,4.9,0,0,0,48.096,23.804,13.688,-15.3,-20.801,454.02,4/12/2015
8,8,29.11,0,0,0,0,0,10.284,31.721,19.482,32.954,0,0,21.401,11.6,22.64,46.975,54.395,17.683,33.94,0,25.857,0,0,6.593,0,0,26.235,9.24,0,0,0,0,28.608,26.908,0,0,0,0,0,4.9,4.9,0,0,0,50.464,0,0,11.4,-16.315,520.81,4/12/2015
