,AMY-L9030,AMY1,AMY2,CEN,Date,Demanda,EEC,EEC20,EOL,GSR,HORA,LNI-L9040,MTR,NSL,PBP,PCA1,PCA2,PCF1,PCF2,PCG1,PCG2,PCG3,PCG4,PCG5,PCG6,PCG7,PCG8,PCG9,PEN3,PEN4,PHC1,PHC2,PLB1,PLB2,PMG3,PMG4,PMG5,PMT1,PMT2,PMT3,PNI1,PNI2,SND-L9090,TCPI-L9150,TPC
0,-8.6,0.1,0,50.916,1/7/2013,347.397,51.504,16.798,0,0,00,-1.709,13.387,8.316,0,0,0,0,0,0,0,0,0,0,9.873,32.752,2.643,0,32.328,28.938,,0,0,0,0,0,0,0,19.8,6.1,0,0,0,2.985,50.513
1,-8.6,0.1,0,48.522,1/7/2013,331.726,51.208,16.872,0.424,0,01,1.831,12.242,7.788,0,0,0,0,0,0,0,0,0,0,9.763,32.163,1.289,0,33.417,29.708,,0,0,0,0,0,0,0,19.5,6.1,0,0,0,2.985,46.733
2,-6.1,0.1,0,48.521,1/7/2013,319.547,51.134,17.02,0,0,02,1.587,12.915,7.392,0,0,0,0,0,0,0,0,0,0,9.712,32.222,1.273,0,33.398,29.757,,0,0,0,0,0,0,0,19.6,6.1,0,0,0,5.493,37.76
3,-.2,0,0,48.963,1/7/2013,314.857,52.54,11.692,0.797,0,03,2.197,13.41,7.26,0,0,0,0,0,0,0,0,0,0,9.793,32.193,1.273,0,33.828,29.958,,0,0,0,0,0,0,0,19.3,6.1,0,0,0,9.687,45.426
4,-8,0,0,53.123,1/7/2013,327.608,51.8,17.094,0,0,04,2.564,13.657,7.92,0,0,0,0,0,0,0,0,0,0,9.991,32.841,1.273,0,33.378,29.828,,0,0,0,0,0,0,0,19,6.07,0,0,0,3.992,38.534
5,-7,0,0,53.279,1/7/2013,350.023,51.726,17.094,0,0,05,0,13.05,8.448,0,7.233,0,0,0,0,0,0,0,0,10.1,32.693,1.273,0,32.698,29.289,,0,0,0,0,0,0,0,19.2,6.15,0,0,0,4.395,50.454
6,-3.1,0,0,53.228,1/7/2013,341.549,50.912,16.65,0,0,06,2.075,13.499,8.316,0,0,0,0,0,0,0,0,0,0,9.888,32.252,1.273,0,32.698,28.908,,0,0,0,0,0,0,0,19.2,6.1,0,15.058,0,9.192,49.374
7,1,0,0,53.434,1/7/2013,368.941,51.208,16.798,0,0,07,4.761,13.028,8.052,0,15.163,0,0,0,0,0,0,0,0,9.961,32.163,1.273,10.938,33.118,29.289,,0,0,0,0,0,0,0,19.2,5.9,0,25.133,0,9.998,50.099
8,6.3,0,0,47.531,1/7/2013,441.039,50.912,16.724,0,0,08,-7.202,12.915,7.26,0,7.233,0,0,0,18.18,6.519,17.444,0,0,9.734,32.045,15.759,34.401,30.328,30.298,,0,0,0,0,0,0,0,19.3,5.99,0,25.801,0,16.7,50.298
9,-2,0,0,50.762,1/7/2013,490.157,51.948,17.094,0,0,09,5.249,13.252,8.316,0,13.59,14.834,16.803,0,18.502,18.787,18.409,0,0,8.548,32.546,15.26,36.016,30.508,30.487,,0,0,0,0,0,0,0,19,5.67,0,25.551,0,8.185,47.898
10,-9.5,0,0,50.507,1/7/2013,516.852,51.578,16.724,0,0,10,12.696,13.073,8.184,0,17.213,18.676,15.805,0,18.445,18.506,18.091,4.297,16.602,8.35,31.986,14.744,34.624,30.758,30.418,,0,0,0,0,0,0,0,19.3,5.6,0,25.523,0,1.685,48.015
11,-.9,0,0,46.515,1/7/2013,528.423,51.134,16.28,0,0,11,0,12.601,7.92,0,17.952,19.004,15.586,0,18.222,18.458,18.14,16.565,17.383,8.277,31.928,14.696,34.095,30.827,30.378,,0,0,0,0,0,0,0,19.7,5.67,0,25.495,0,12.287,48.006
12,-8.8,0,0,39.798,1/7/2013,488.708,52.392,17.02,0,0,12,11.597,13.14,8.844,0,7.178,8.08,16.229,14.999,18.474,18.799,18.262,5.164,0,8.467,32.428,15.099,36.127,31.298,30.057,,0,0,0,0,0,0,0,19.5,5.28,0,25.634,0,-2.509,46.727
13,-.6,0,0,47.042,1/7/2013,474.268,51.652,17.094,0,0,13,2.686,9.591,8.184,0,7.862,8.75,15.915,14.834,18.46,18.824,18.409,0,0,8.423,32.664,15.26,36.155,30.978,30.218,,0,0,0,0,0,0,0,19.3,2.23,0,25.356,0,9.998,37.121
14,8.9,0,0,50.215,1/7/2013,511.944,51.874,16.576,0,0,14,-25.269,12.466,7.656,0.21,12.743,0,24.706,24.487,18.194,3.186,18.177,0,0,9.727,30.101,14.728,35.264,30.617,30.148,,0,0,0,0,0,0,0,19.5,5.59,0,25.606,0,30.598,45.775
15,-4.3,0,0,50.55,1/7/2013,498.309,51.208,16.502,0,0,15,5.982,12.556,8.052,0,16.885,17.706,24.542,24.487,0,0,18.372,0,0,9.954,31.81,15.775,36.378,30.808,30.158,,0,0,0,0,0,0,0,20.2,5.76,0,25.578,0,5.182,45.01
16,-6.2,0,0,50.214,1/7/2013,492.951,51.208,16.798,0,0,16,2.197,12.848,7.524,0,10.993,11.772,24.555,24.542,0,0,18.25,0,0,10.716,31.014,17.628,36.211,30.957,30.458,,0,0,0,0,0,0,0,21,5.67,0,25.578,0,3.882,47.615
17,-16.901,0,0,53.667,1/7/2013,474.213,51.948,17.02,0,0,17,22.34,12.915,8.052,0,11.963,12.934,24.692,24.528,0,0,0,0,0,11.573,32.811,17.951,35.737,31.408,29.908,,0,0,0,0,4,0,0,20.3,5.67,0,25.105,3.681,-4.413,46.738
18,8.2,0,0,50.537,1/7/2013,446.109,43.512,14.282,4.429,0,18,-8.057,13.073,7.392,0.577,7.479,8.504,24.761,24.528,0,0,0,0,0,11.258,32.134,17.387,36.099,30.428,30.057,,0,0,0,0,0,0,0,19.9,5.76,0,25.356,0,17.689,37.792
19,-8,1.7,1.3,46.713,1/7/2013,546.647,50.764,16.65,4.743,0,19,11.719,12.96,8.448,0,15.805,16.584,24.802,24.528,18.487,18.775,18.36,0,18.262,11.492,32.664,17.757,36.378,30.378,30.068,,0,0,0,0,0,0,0,20.5,5.9,0,25.356,0,2.197,43.189
20,-11.6,0,0,46.894,1/7/2013,523.796,51.652,17.02,0,0,20,11.475,12.915,7.92,0,12.756,13.7,24.637,24.268,18.474,18.726,18.677,0,8.594,11.653,33.017,17.999,36.238,30.397,29.808,,0,0,0,0,0,0,0,20,5.8,0,25.244,0,1.19,38.472
21,-8.3,0,0,46.419,1/7/2013,475.813,51.43,16.65,0,0,21,9.888,13.387,8.448,0,9.42,10.336,24.637,24.268,0,0,12.549,0,0,11.558,32.723,18.934,36.405,30.608,30.048,,0,0,0,0,0,0,0,19.8,5.9,0,25.244,0,4.395,46.825
22,-10.8,0,0,27.113,1/7/2013,421.081,51.504,16.798,0,0,22,6.592,12.893,8.712,0,14.766,15.696,24.583,24.569,0,0,0,0,0,11.624,32.988,7.332,0,30.577,29.757,,0,0,0,0,0,0,0,20.6,5.9,0,25.077,0,1.996,46.487
23,-5.3,0,0,0,1/7/2013,378.665,51.282,16.872,0,0,23,4.639,13.14,8.712,0,9.489,10.555,24.678,24.323,0,0,0,0,0,11.485,31.427,6.558,0,30.518,30.138,,0,0,0,0,0,0,0,20,5.8,0,25.384,0,4.889,48.52
0,-3.7,0,0,0,2/7/2013,358.142,44.844,14.43,0,0,00,-4.761,13.14,7.92,0,7.028,7.752,24.72,24.528,0,0,0,0,0,11.499,32.87,0,0,30.178,29.988,,0,0,0,0,0,0,0,19.2,5.9,0,25.384,0,7.398,37.721
1,-5.3,0,0,0,2/7/2013,346.18,51.06,16.872,0,0,01,-11.475,13.252,7.92,0,7.069,0,24.761,24.514,0,0,0,0,0,9.822,0,0,0,30.348,29.968,,0,0,0,0,0,0,0,19,5.9,0,25.133,0,5.786,44.403
2,-6.3,0,0,0,2/7/2013,339.01,51.134,16.798,0,0,02,0,13.275,8.052,0,21.055,0,24.487,24.432,0,0,0,0,0,0,0,0,0,30.097,30.038,,0,0,0,0,0,0,0,18.8,6.2,0,25.384,0,4.486,50.378
3,-.1,0,0,0,2/7/2013,334.308,51.652,2.442,0,0,03,4.639,13.207,7.656,0,22.928,23.885,24.542,24.337,0,0,0,0,0,10.159,0,0,0,30.317,30.268,,0,0,0,0,0,0,0,18.8,6.1,0,25.328,0,10.584,46.549
4,1.6,0,0,0,2/7/2013,336.895,51.208,16.724,0,0,04,0,13.634,8.316,0,12.811,13.932,24.925,24.501,0,0,0,0,0,10.159,0,0,0,30.048,29.988,,0,0,0,0,0,0,0,18.8,6.15,0,25.634,0,11.994,46.428
5,-6.2,0,0,0,2/7/2013,365.582,51.652,16.058,0,0,05,9.766,13.14,7.92,0,14.493,15.518,24.528,24.446,0,0,0,0,0,10.005,30.396,0,0,30.128,30.078,,0,0,0,0,0,0,0,18.6,6.07,0,25.829,0,3.79,47.183
6,-9.2,1.2,0.7,0,2/7/2013,374.572,50.986,16.724,1.546,0,06,8.667,13.41,7.92,0,14.889,15.86,24.542,24.323,0,0,0,0,0,9.895,30.278,0,0,30.368,29.828,,0,0,0,0,0,0,0,18.3,6,0,25.885,0,2.783,46.926
7,8.7,0,0,22.192,2/7/2013,394.446,51.8,16.65,0,0,07,-4.639,12.983,7.656,0,16.42,17.446,24.829,24.268,0,0,0,0,0,9.749,31.898,0,0,30.258,30.168,,0,0,0,0,0,0,0,18.3,5.9,0,25.634,0,17.689,47.037
8,-11.2,0.5,1.2,49.757,2/7/2013,441.342,51.948,17.094,3.838,0,08,13.55,13.185,8.448,0,19.975,20.85,24.596,24.364,0,0,0,0,0,9.925,32.517,0,2.282,30.408,29.908,,0,0,0,0,0,0,0,18.2,5.9,0,25.578,0,0.385,50.409
9,-.6,0.4,0.8,49.93,2/7/2013,486.919,51.726,16.28,4.362,0,09,14.039,12.736,7.656,1.522,17.077,18.116,24.733,24.364,12.647,0,0,0,0,8.628,32.605,17.226,34.568,30.308,29.998,,0,0,0,0,5.2,0,0,18.3,5.84,0,25.523,0,1.392,44.018
10,6.9,1.9,2,43.387,2/7/2013,520.662,51.578,16.28,7.447,0,10,-5.127,13.163,7.656,5.671,14.424,15.627,24.555,24.501,18.278,18.531,0,0,0,8.496,32.075,16.017,34.04,29.728,30.057,,0,0,0,0,5.2,0,0,19.2,5.6,0,25.495,0,14.393,43.903
11,0.2,0.7,0.6,43.7,2/7/2013,536.783,52.17,16.724,4.769,0,11,9.522,13.05,7.524,5.145,22.792,23.626,24.487,24.542,18.46,18.519,9.973,0,0,8.489,32.193,17.725,32.926,29.358,30.088,,0,0,0,0,5.2,0,0,19,5.36,0,25.773,0,4.596,47.121
12,-12.1,3.8,4.1,43.744,2/7/2013,528.423,52.17,17.094,9.375,0,12,22.828,13.23,8.052,7.457,12.606,13.358,24.72,24.542,18.544,18.555,15.015,0,0,8.526,32.458,17.822,33.678,29.648,30.348,,0,0,0,0,5.2,0,0,19.3,5.42,0,25.801,0,-2.71,41.878
13,7.5,4.6,3.7,49.885,2/7/2013,518.736,52.318,16.502,7.598,0,13,-4.517,13.118,7.788,6.984,7.971,8.873,24.774,24.323,18.207,18.482,0,0,0,8.328,31.633,17.483,32.926,29.168,30.238,,0,0,0,0,5.2,0,0,19.6,5.36,0,25.718,0,10.584,41.613
14,-13,3.9,3.1,50.133,2/7/2013,542.577,52.466,16.65,8.168,0,14,19.288,13.005,8,0.577,19.469,20.18,24.473,24.405,18.502,18.824,0,0,0,8.657,32.34,17.983,34.207,29.468,30.328,,0,0,0,0,5.2,0,0,19.3,5.8,0,25.885,0,-9.705,48.14
15,-5.3,1,0.7,50.236,2/7/2013,544.892,52.17,16.576,0,0,15,10.865,13.05,0,0,23.093,24.05,24.583,24.405,18.502,18.665,16.919,0,9.961,8.701,31.014,18.031,35.209,29.728,30.388,,0,0,0,0,5.2,0,0,19.3,5.2,0,25.523,0,3.992,48.162
16,5.8,0.1,0,48.253,2/7/2013,526.72,52.022,16.428,0,0,16,0,12.556,0,0,13.207,14.26,24.637,24.405,18.264,18.604,16.932,0,17.578,8.306,31.073,17.628,35.014,29.067,30.038,,0,0,0,0,5.2,0,0,19,5.2,0,25.745,0,17.194,48.051
17,-3.5,0.4,0,49.608,2/7/2013,487.687,52.466,16.872,0,0,17,9.4,13.275,0,0,6.768,7.684,15.668,15.887,18.152,14.6,15.284,0,0,9.947,30.779,17.661,36.016,29.278,30.278,,0,0,0,0,5.2,0,0,19.6,5.43,14.139,25.662,0,9.595,48.051
18,-3.7,0.2,0,53.158,2/7/2013,479.15,52.17,17.02,0,0,18,-2.441,13.252,0,0,11.225,12.25,23.981,23.94,0,0,0,0,0,9.881,33.017,17.628,35.932,29.938,30.038,,0,0,0,0,5.2,0,0,19.3,5.6,25.022,0,0,10.089,48.058
19,-12.5,0,0,50.055,2/7/2013,561.27,52.318,16.798,0,0,19,15.259,13.05,0,0,17.364,18.635,24.501,24.309,18.474,18.592,18.336,12.708,18.164,10.027,33.96,17.87,36.183,30.078,30.238,,0,0,0,0,5.2,0,0,19.4,5.67,25.634,0,0,1.593,48.058
20,-13.5,0,0,50.061,2/7/2013,556.599,52.466,15.91,0,0,20,6.958,13.365,0,0,8.381,9.434,24.501,24.309,18.264,18.726,18.372,16.968,17.48,10.02,33.931,18.66,35.932,29.678,30.198,,0,0,0,0,5.2,0,0,19.5,5.76,25.523,0,0,0.293,47.711
21,-6.3,0,0,50.227,2/7/2013,503.796,52.022,15.762,0,0,21,1.831,13.365,8.316,0,7.998,9.051,16.407,18.608,16.485,9.754,18.372,0,0,9.998,33.724,18.628,36.322,29.497,30.268,,0,0,0,0,5.2,0,0,19.5,5.76,25.968,0,0,5.292,47.711
22,-7.9,0,0,51.577,2/7/2013,435.845,52.392,16.798,0,0,22,7.813,13.612,8.316,0,9.311,9.899,15.983,16.12,0,0,0,0,0,10.21,34.196,10.216,21.125,29.308,30.128,,0,0,0,0,5.2,0,0,19.4,5.83,26.274,0,0,5.383,47.711
23,-5.3,0,0,24.349,2/7/2013,398.468,52.17,16.724,0,0,23,7.813,13.455,9.372,0,21.534,22.341,14.848,14.206,0,0,0,0,0,9.991,32.546,8.685,0,29.188,30.248,,0,0,0,0,0,0,0,19.3,5.83,25.69,0,0,11.499,47.711
0,-3.8,0,0,12.069,3/7/2013,376.696,52.466,16.798,0,0,00,7.569,13.32,8.316,0,18.266,19.251,15.532,15.026,0,0,0,0,0,9.866,32.104,5.64,0,29.408,30.248,,0,0,0,0,0,0,0,19.6,5.9,25.885,0,0,6.793,47.711
1,-5.5,0,0,0,3/7/2013,363.485,51.282,16.206,0,0,01,6.836,13.589,7.92,0,20.139,21.001,15.299,15.409,0,0,0,0,0,9.947,30.808,0,0,29.188,29.768,,0,0,0,0,0,0,0,19.2,5.9,25.634,0,0,5.09,47.835
2,-5.2,0,0,0,3/7/2013,355.441,52.392,17.02,0,0,02,6.226,13.41,7.92,0,14.616,15.668,15.545,15.422,0,0,0,0,0,10.159,31.397,0,0,29.598,30.278,,0,0,0,0,0,0,0,18.6,5.84,25.801,0,0,6.482,47.967
3,-7.1,0,0,0,3/7/2013,357.938,51.356,10.952,0,0,03,1.953,13.477,8.052,0,16.434,17.665,15.19,15.149,0,0,0,0,0,8.936,32.605,0,0,29.518,30.218,,0,0,0,0,0,0,0,18.6,5.9,25.885,0,0,6.592,47.967
4,-2.7,0,0,0,3/7/2013,354.157,51.282,16.65,0,0,04,9.644,13.455,7.788,0,19.278,20.249,14.766,14.957,0,0,0,0,0,8.753,31.044,0,0,30.138,30.478,,0,0,0,0,0,0,0,18.2,5.9,25.912,0,0,4.486,47.819
5,-.5,0,0,30.491,3/7/2013,380.097,51.356,16.65,0,0,05,5.615,13.679,7.92,0,16.598,17.46,14.739,14.766,0,0,0,0,0,10.115,32.399,0,0,29.528,30.048,,0,0,0,0,0,0,0,18.1,5.76,25.801,0,0,8.789,47.678
6,-7.9,0,0,31.479,3/7/2013,379.43,51.652,16.576,0,0,06,9.156,13.612,7.92,0,12.305,13.413,16.256,14.041,0,0,0,0,0,9.983,32.134,0,0,29.688,30.158,,0,0,0,0,0,0,0,20.2,5.84,25.829,0,0,4.688,47.678
7,2,0,0,45.417,3/7/2013,400.978,51.726,16.724,0,0,07,0,13.522,7.656,0,17.774,18.608,14.137,13.44,0,0,0,0,0,9.961,32.134,0,0,29.398,30.138,,0,0,0,0,0,0,0,19.7,5.84,25.829,0,0,14.594,47.678
8,-.8,0,0,45.668,3/7/2013,458.008,51.874,16.502,0,0,08,0,13.14,8.844,0,22.846,23.749,20.235,23.298,0,0,0,0,0,9.903,31.309,0,18.843,29.428,30.238,,0,0,0,0,5.2,0,0,19.4,5.75,25.912,0,0,16.095,49.548
9,-5.8,0,0,46.51,3/7/2013,521.411,51.652,16.946,0,0,09,4.028,13.297,7.788,0,23.188,23.885,15.75,15.012,19.188,19.385,3.052,0,0,10.196,31.898,16.468,35.932,29.278,28.878,,0,0,0,0,5.2,0,0,19.4,5.6,26.775,0,0,6.391,50.324
10,-13,4.6,1.1,40.479,3/7/2013,519.14,51.726,17.168,1.981,0,10,20.264,12.691,9.108,0,16.516,17.514,18.95,22.792,18.614,18.738,17.017,0,0,10.1,31.132,16.742,35.96,29.608,30.198,,0,0,0,0,5.2,0,0,19.3,5.44,25.94,0,0,0.989,48.779
11,-7,0.6,0.5,46.531,3/7/2013,552.349,51.652,17.02,4.344,0,11,9.033,13.387,8.316,0.63,23.913,24.637,20.344,22.983,18.487,18.653,16.761,0,0,9.961,32.576,17.322,34.513,29.667,29.898,,0,0,0,0,5.2,0,0,19.2,5.36,25.857,0,0,2.692,50.403
12,5.3,6,4.3,47.113,3/7/2013,530.168,51.504,16.798,13.285,0,12,10.987,13.095,9.372,7.509,7.821,8.627,17.036,16.776,18.403,18.665,16.81,16.7,0,9.763,32.016,17.757,34.095,29.848,30.097,,0,0,0,0,5.2,0,0,19,5.2,25.634,0,0,0.696,41.769
13,10.3,5.7,5.2,46.978,3/7/2013,525.376,51.652,17.094,8.226,0,13,-4.273,13.252,9.24,4.095,9.858,10.787,16.721,16.885,18.222,18.567,16.663,0,0,9.624,31.928,17.645,34.708,29.598,30.268,,0,0,0,0,5.2,0,0,18,5.44,25.606,0,0,10.089,47.095
14,-8.9,3.9,3,46.792,3/7/2013,532.381,51.8,16.946,7.279,0,14,12.452,12.646,8.976,1.364,14.164,15.231,16.844,18.895,18.487,18.665,16.871,0,0,9.588,32.163,17.87,34.624,29.667,29.958,,0,0,0,0,5.2,0,0,17.8,5.13,26.441,0,0,-3.607,47.694
15,-2.6,2,1.5,51.068,3/7/2013,519.472,51.578,16.946,0.489,0,15,2.441,12.736,7.656,0,9.789,10.09,19.838,18.266,18.291,18.751,16.858,0,0,9.558,31.898,17.725,34.791,29.218,30.008,,0,0,0,0,5.2,0,0,19,5.5,25.773,0,0,7.086,47.379
16,8.2,0.1,0,49.983,3/7/2013,497.91,51.504,16.946,0.936,0,16,2.808,0,7.392,0.42,14.67,15.696,19.729,18.102,18.39,18.519,16.724,0,0,9.925,32.369,19.063,34.429,29.788,29.948,,0,0,0,0,5.2,0,0,19,5.76,25.829,0,0,15.198,46.701
17,-7.1,0.1,0,50.111,3/7/2013,483.598,52.022,17.094,0,0,17,18.921,0,8.316,0,9.051,9.926,19.715,18.129,18.516,18.726,18.641,0,0,10.13,32.399,19.465,35.682,30.138,30.357,,0,0,0,0,5.2,0,0,18.7,5.9,25.968,0,0,5.292,46.425
18,-12.8,0.1,0,50.037,3/7/2013,471.786,51.726,16.798,0,0,18,12.329,13.567,8.712,0,19.1,20.112,18.813,17.501,0,0,0,0,0,9.866,32.134,18.998,34.652,29.667,30.558,,0,0,0,0,5.2,0,0,19,5.9,25.912,0,0,3.589,46.531
19,-6.9,0.1,0,50.005,3/7/2013,555.197,51.948,16.946,0,0,19,10.865,13.567,7.92,0,14.875,15.737,23.229,22.833,18.361,18.592,16.724,14.649,15.82,10.027,32.222,19.095,34.346,29.418,30.148,,0,0,0,0,5.2,0,0,19,6,25.829,0,0,6.885,47.99
20,-8.8,0.1,0,0.172,3/7/2013,535.623,51.134,16.576,0,0,20,-12.94,13.747,7.92,0,24.05,24.706,23.817,22.887,18.376,18.567,16.565,16.602,15.723,9.903,0.33,19.836,34.429,29.128,30.397,,0,0,0,0,5.2,0,0,19,0,25.523,0,0,5.988,47.927
21,3,3.6,2.9,50.013,3/7/2013,485.955,51.578,16.946,5.843,0,21,-4.028,13.657,8.052,4.043,11.389,12.319,0,15.258,5.966,0,12.964,0,0,9.903,31.81,19.836,36.071,28.998,30.338,,0,0,0,0,5.2,0,0,19,5.9,25.94,0,0,7.984,47.927
22,7.9,9.1,10.9,41.398,3/7/2013,434.635,51.356,17.02,21.156,0,22,-7.935,13.589,7.128,5.513,8.176,8.928,0,14.479,0,0,0,0,0,10.144,32.723,2.949,5.372,29.358,30.418,,0,0,0,0,0,0,0,19,5.7,25.857,0,0,0.696,47.17
23,4.5,0.4,0.6,34.36,3/7/2013,393.055,50.69,16.576,1.118,0,23,0,13.275,7.92,0.787,16.229,17.282,24.856,17.555,0,0,0,0,0,10.159,32.929,4.351,0,28.798,30.468,,0,0,0,0,0,0,0,17.8,5.8,25.829,0,0,13.697,37.301
0,-4.5,0,0,21.402,4/7/2013,365.85,51.356,16.798,0,0,00,10.62,13.522,8.448,0,16.393,17.391,18.389,18.157,0,0,0,0,0,10.144,32.87,0,0,28.729,30.468,,0,0,0,0,0,0,0,18.7,5.8,25.634,0,0,8.386,40.451
1,-7.2,0,0,0,4/7/2013,359.035,51.504,16.946,0,0,01,12.207,13.814,8.712,0,17.268,18.266,18.581,18.239,0,0,0,0,0,10.203,31.957,0,0,28.788,30.048,,0,0,0,0,0,0,0,18.5,5.8,25.551,0,0,2.893,45.965
2,-7.4,0,0,0,4/7/2013,350.147,51.652,16.798,0,0,02,10.254,12.534,8.712,0,14.028,14.957,15.983,17.336,0,0,0,0,0,10.071,31.603,0,0,28.568,30.258,,0,0,0,0,0,0,0,18.5,5.76,25.829,0,0,3.882,45.239
3,2.5,0,0,0,4/7/2013,338.812,50.764,5.476,0,0,03,5.737,0,8.052,0,20.344,21.438,19.579,19.237,0,0,0,0,0,9.917,31.132,0,0,29.067,30.598,,0,0,0,0,0,0,0,18.5,5.9,25.885,0,0,7.489,49.95
4,-5.7,0,0,0,4/7/2013,355.599,51.504,17.02,0,0,04,6.592,0,8.976,0,23.612,24.555,0,24.61,0,0,0,0,0,10.078,31.014,0,0,28.859,30.097,,0,0,0,0,0,0,0,18.5,6,25.773,0,0,4.798,49.86
5,0.3,0,0,33.891,4/7/2013,374.412,51.134,16.724,0,0,05,2.686,3.1,7.788,0,22.86,23.407,0,15.75,0,0,0,0,0,10.056,32.605,0,0,29.228,30.608,,0,0,0,0,0,0,0,18.5,6,25.912,0,0,11.591,50
6,-10.7,0,0,39.735,4/7/2013,375.529,52.54,17.242,0,0,06,11.353,13.949,8.712,0,20.782,21.643,0,0,0,0,0,0,0,10.078,32.664,0,0,28.908,30.248,,0,0,0,0,0,0,0,18.5,5.9,25.718,0,0,1.996,47.412
7,15.5,0,0,49.334,4/7/2013,400.032,50.468,16.65,0,0,07,-16.724,12.938,7.92,0,19.278,19.811,14.793,0,0,0,0,0,0,9.895,31.633,0,0,28.908,30.128,,0,0,0,0,0,0,0,17.8,6,25.857,0,0,18.293,50.419
8,-5,0,0,50.169,4/7/2013,452.065,51.356,16.946,0,0,08,2.075,13.05,8.052,0,23.339,24.2,23.94,22.792,0,0,0,0,0,10.034,32.458,0,1.893,28.918,30.057,,0,0,0,0,5.2,0,0,17.5,5.67,25.912,0,0,9.998,49.982
9,-2.6,0,0,50.954,4/7/2013,502.532,51.43,16.798,0,0,09,3.54,13.185,7.524,0,22.751,23.448,23.94,22.792,18.376,0,0,0,0,10.064,32.34,18.837,34.541,28.878,30.657,,0,0,0,0,5.2,0,0,18.8,5.59,26.024,0,0,8.295,40.034
10,-29.801,0,0,50.613,4/7/2013,509.988,51.504,16.946,0,0,10,33.204,13.05,8.58,0,15.108,16.12,19.838,18.43,18.291,19.434,0,17.017,0,10.049,32.399,18.934,35.904,28.698,30.688,,0,0,0,0,5.2,0,0,19.3,5.59,26.135,0,13.816,-13.312,36.067
11,-9.9,0,0,44.243,4/7/2013,533.723,51.43,16.872,0,0,11,12.452,13.005,8.316,0,23.626,24.378,19.784,18.772,18.278,18.506,0,16.797,0,9.983,32.104,18.966,35.598,28.368,30.678,,0,0,0,0,5.2,0,0,19.3,5.54,26.024,0,0,5.493,49.838
12,-1.5,0,0,47.326,4/7/2013,537.028,51.134,16.798,0,0,12,4.761,13.185,8.712,0,23.776,24.542,24.268,18.922,18.264,18.677,0,16.7,0,8.526,31.928,18.805,34.624,27.258,30.827,,0,0,0,0,5.2,0,0,19.2,5.4,26.052,0,0,8.588,46.1
13,-9,0,0,50.467,4/7/2013,513.608,52.096,17.02,0,0,13,11.231,13.32,9.636,0,13.85,14.875,15.559,15.518,18.445,18.86,0,16.993,0,8.657,32.517,17.806,35.014,27.798,30.617,,0,0,0,0,5.2,0,0,19.3,5.36,25.634,0,0,4.889,48.624
14,-5.1,0,0,50.3,4/7/2013,537.234,51.726,17.168,0,0,14,9.4,13.275,9.9,0,18.909,20.044,15.45,15.231,18.544,18.702,18.25,16.846,0,8.577,32.31,17.806,34.513,27.948,30.308,,0,0,0,0,5.2,0,0,19.4,5.44,25.022,0,0,5.695,48.614
15,-10.2,0,0,50.376,4/7/2013,535.046,51.726,16.872,0,0,15,9.522,13.275,8.58,0,13.604,14.821,15.286,15.108,18.558,18.543,18.36,16.956,0,8.855,30.838,19.127,34.791,28.337,30.798,,0,0,0,0,5.2,0,0,19.3,5.59,25.634,0,0,0.494,48.614
16,-4.1,0,0,50.357,4/7/2013,515.088,51.578,16.872,0,0,16,6.104,13.522,8.448,0,14.916,15.956,15.149,14.793,18.333,18.421,18.336,2.832,0,9.844,30.69,18.982,34.374,27.468,30.758,,0,0,0,0,5.2,0,0,19.4,5.59,25.634,0,0,9.998,48.614
17,-11.9,0,0,50.319,4/7/2013,486.421,51.652,17.094,0,0,17,13.428,13.455,8.448,0,18.362,19.237,15.395,15.327,0,0,16.199,2.844,0,9.91,32.075,18.966,35.737,27.768,30.978,,0,0,0,0,5.2,0,0,19,5.59,25.578,0,0,6.684,48.614
18,-4.8,0,0,50.274,4/7/2013,462.454,51.578,16.872,0,0,18,0,13.455,7.92,0,16.284,17.719,14.985,14.52,0,0,0,0,0,9.932,32.281,19.095,36.322,27.708,30.838,,0,0,0,0,5.2,0,0,19,5.84,25.551,0,0,10.584,37.73
19,-10.3,3,2.5,50.536,4/7/2013,530.492,51.726,17.02,3.888,0,19,23.804,13.522,8.052,0,18.84,19.921,17.008,15.901,18.46,18.763,17.09,14.234,0,10.203,33.106,19.208,36.99,27.648,30.648,,0,0,0,0,5.2,0,0,19.2,5.84,25.801,0,8.103,-.201,47.593
20,-20.101,3.2,1.1,46.889,4/7/2013,540.124,51.504,16.798,5.095,0,20,15.137,13.679,8.448,3.36,21.78,22.587,18.239,17.172,18.348,18.628,0,0,0,10.144,32.635,19.014,37.018,29.988,30.747,,0,0,0,0,5.2,0,0,19.4,6.15,25.94,0,0,-4.102,47.995
21,-15.6,0.8,0.4,50.251,4/7/2013,485.866,52.096,16.724,6.812,0,21,17.701,13.657,8.184,5.38,18.075,19.1,16.53,15.053,0,0,0,0,0,10.21,32.546,19.159,37.547,27.999,30.198,,0,0,0,0,0,0,0,19.6,6.29,25.94,0,0,-6.903,48.513
22,3,13.1,6.6,30.192,4/7/2013,426.52,45.88,13.024,17.681,0,22,2.93,13.163,8.316,13.03,8.231,9.147,16.502,15.354,0,0,0,0,0,10.188,33.076,0,14.111,28.248,30.418,,0,0,0,0,0,0,0,19.6,6,25.857,0,0,-5.512,41.831
