,AMY-L9030,AMY1,AMY2,CEN,Date,Demanda,EEC,EEC20,EOL,GSR,HORA,LNI-L9040,MTR,NSL,PBP,PCA1,PCA2,PCF1,PCF2,PCG1,PCG2,PCG3,PCG4,PCG5,PCG6,PCG7,PCG8,PCG9,PEN3,PEN4,PHC1,PHC2,PLB1,PLB2,PMG3,PMG4,PMG5,PMT1,PMT2,PMT3,PNI1,PNI2,SND-L9090,TCPI-L9150,TPC
1,5.6,16.501,12.7,0,22/7/2013,309.979,51.652,17.02,25.876,0,01,10.254,13.724,10.296,16.177,19.852,15.846,0,0,0,0,0,0,0,0,0,2.627,0,28.508,28.648,0,0,0,0,0,0,0,0,19.2,5.84,25.857,0,0,-7.91,0
2,2.5,7.2,6.9,0,22/7/2013,307.623,51.282,16.872,15.628,0,02,6.592,13.724,10.296,12.184,23.024,22.614,0,15.75,0,0,0,0,0,0,0,2.675,0,28.618,28.729,0,0,0,0,0,0,0,0,19.2,5.8,25.745,0,0,-1.3,0
3,2.9,20.501,15.501,0,22/7/2013,306.424,51.578,6.216,26.838,0,03,6.836,13.724,10.956,11.922,15.34,12.36,0,0,0,0,0,0,0,0,0,2.691,0,29.338,28.989,0,0,0,0,0,0,0,0,19,5.9,25.662,0,0,-12.616,0
4,8.4,28.401,14.8,0,22/7/2013,313.834,44.844,14.208,27.319,0,04,10.498,13.724,10.692,22.847,12.182,17.678,0,0,0,0,0,0,0,0,0,2.61,0,29.108,28.698,0,0,0,0,0,0,0,0,19,5.9,25.523,0,0,-10.309,0
5,7.2,32.701,19.501,0,22/7/2013,343.449,51.652,16.872,38.458,0,05,9.644,13.702,10.56,19.906,13.276,12.51,0,0,0,0,0,0,0,0,0,2.659,0,29.348,28.888,0,0,0,0,0,0,0,0,18,5.76,26.413,0,0,-15.601,0
6,12.2,34.501,18.901,0.781,22/7/2013,360.014,45.14,14.134,42.883,0,06,6.348,13.702,10.824,31.83,16.27,15.928,0,0,0,0,0,0,0,0,0,2.691,0,29.378,29.538,0,0,0,0,0,0,0,0,18,5.76,25.495,0,0,-16.205,0
7,13.4,32.901,21.601,0,22/7/2013,375.239,51.504,16.872,26.828,0,07,7.813,13.702,11.088,31.463,8.408,11.827,0,0,0,0,0,0,0,0,0,2.627,0,29.868,29.488,0,0,0,0,0,0,0,0,19.5,5.83,25.857,0,0,-13.514,40.031
8,13.3,27.801,19.701,0,22/7/2013,419.994,51.578,16.872,27.623,0,08,7.935,13.499,10.296,22.847,20.946,21.739,0,0,0,0,0,0,0,10.298,32.635,2.643,0,29.667,30.038,0,0,0,0,0,0,0,0,19.5,5.77,25.885,0,0,-4.816,38.322
9,2.3,20.801,15.701,43.296,22/7/2013,471.749,51.726,17.02,33.317,0,09,14.039,13.163,10.56,13.182,8.272,9.065,15.19,14.725,0,0,0,0,0,10.188,28.893,2.643,12.219,29.418,28.868,0,0,0,0,0,0,0,0,19.5,5.51,25.801,0,0,-21.516,37.514
10,2.4,17.401,13.7,42.931,22/7/2013,485.497,51.504,16.872,25.52,0,10,9.156,12.466,10.296,8.507,22.546,23.721,0,14.78,0,0,0,0,0,10.02,28.687,2.562,34.513,29.468,29.578,0,0,0,0,0,0,0,0,20,5.52,25.662,0,0,-7.508,39.427
11,1.4,16.501,14.1,48.604,22/7/2013,509.03,51.208,16.65,23.328,0,11,7.569,12.826,10.296,9.61,23.311,24.61,14.875,14.971,0,0,0,0,0,8.606,28.952,2.594,34.318,29.067,27.999,0,0,0,0,0,0,0,0,19,5.36,25.578,0,0,-5.914,45.381
12,-1.9,11.7,7.8,53.413,22/7/2013,508.727,51.06,16.872,11.882,0,12,6.958,13.185,10.428,7.614,23.093,24.528,24.856,24.077,0,0,0,0,0,10.078,29.011,2.594,34.485,27.428,28.738,0,0,0,0,0,5.2,0,0,19,5.39,25.745,0,0,-1.007,38.723
13,-2.9,9,6.7,50.607,22/7/2013,488.385,51.43,16.798,12.099,0,13,11.353,13.432,9.768,8.77,23.257,24.569,19.948,18.321,0,0,0,0,0,9.991,29.188,2.61,35.042,28.028,29.018,0,0,0,0,0,0,0,0,18,5.2,25.94,0,0,-6.317,42.805
14,0.2,12.3,8,53.006,22/7/2013,514.574,51.578,16.872,17.485,0,14,4.761,13.163,10.428,12.762,22.669,23.735,23.229,22.532,0,0,0,0,0,9.954,28.923,2.61,34.708,27.518,28.948,0,0,0,0,0,0,0,0,18,4.9,25.996,0,0,1.099,44.415
15,0.7,19.301,10.2,53.298,22/7/2013,517.481,51.578,16.132,22.305,0,15,16.846,12.713,10.296,19.434,22.86,24.227,20.057,19.223,0,0,0,0,0,9.69,29.482,2.675,36.767,28.108,29.108,0,0,0,0,0,0,0,0,19.2,5,25.829,0,0,-9.906,37.638
16,8.2,32.501,18.201,26.399,22/7/2013,515.45,51.356,16.65,40.967,0,16,5.86,13.163,9.9,22.112,23.093,24.692,16.393,17.405,0,0,0,0,0,11.009,31.132,2.643,0,27.869,29.218,0,0,0,0,0,0,0,0,19,5,25.857,0,0,-13.001,44.359
17,14.2,31.901,19.601,23.555,22/7/2013,497.098,51.282,16.206,38.239,0,17,-1.587,13.163,10.956,26.63,17.227,18.294,16.543,15.778,0,0,0,0,0,11.221,30.189,2.594,0,27.628,28.808,0,0,0,0,0,0,0,0,19.2,5.2,25.773,0,0,-7.105,37.759
18,13.8,35.401,21.001,0,22/7/2013,493.383,51.356,16.058,34.761,0,18,3.174,13.387,10.56,28.941,22.436,23.38,15.709,15.108,0,0,0,0,0,11.39,30.425,2.659,0,28.798,30.548,0,0,0,0,0,0,0,0,19.3,5.28,25.801,0,0,-8.313,49.491
19,5.7,19.001,13.8,46.786,22/7/2013,553.605,51.282,16.206,27.97,0,19,1.465,13.14,10.032,25.264,23.257,24.501,15.778,15.245,0,0,0,0,0,11.521,30.808,2.61,36.183,28.848,29.268,0,0,0,0,0,0,0,0,19,5.67,25.718,0,0,-9.906,49.939
20,1.5,16.301,10.1,46.248,22/7/2013,521.3,51.504,16.28,15.231,0,20,5.371,13.567,11.22,5.934,23.981,24.501,23.694,23.093,0,0,0,0,0,11.595,30.926,2.643,36.35,28.458,30.357,0,0,0,0,0,5.2,0,0,19.5,5.67,25.773,0,0,-4.303,40.478
21,-1.6,11.9,11.3,44.036,22/7/2013,472.185,51.8,16.28,21.221,0,21,9.888,13.567,10.824,9.243,17.924,18.977,16.721,16.284,0,0,0,0,0,11.653,31.044,2.755,21.069,28.178,29.268,0,0,0,0,0,0,0,0,19.5,5.6,25.662,0,0,-8.112,37.565
22,4.7,22.201,16.401,0,22/7/2013,404.253,51.43,16.206,29.02,0,22,17.457,13.567,11.88,21.955,18.567,19.811,16.53,16.161,0,0,0,0,0,9.06,0,2.723,0,28.378,29.258,0,0,0,0,0,0,0,0,18.8,5.76,25.801,0,0,-13.605,39.296
23,11.3,25.401,18.301,0,22/7/2013,384.285,51.874,16.206,31.719,0,23,5.493,13.567,10.824,21.744,21.889,22.764,0,0,0,0,0,0,0,0,0,2.675,0,28.588,29.388,0,0,0,0,0,0,0,0,18.4,5.76,25.885,0,0,-8.203,37.581
0,5.7,27.901,17.101,0,23/7/2013,357.434,43.364,13.838,35.472,0,00,-8.789,13.499,10.296,20.904,7.082,7.944,0,0,0,0,0,0,0,0,0,2.659,0,28.348,29.128,0,0,0,0,0,0,0,0,19.8,5.84,25.773,0,0,-16.004,11.914
1,5.9,26.101,19.101,0,23/7/2013,337.321,44.104,0,27.236,0,01,-13.794,13.499,10.428,19.539,13.672,14.629,0,0,0,0,0,0,0,0,0,2.675,0,28.938,28.729,0,0,0,0,0,0,0,0,19.5,5.76,25.578,0,0,-9.503,0
2,10.7,30.801,20.201,0,23/7/2013,341.508,33.596,0,36.046,0,02,-16.236,13.567,9.768,28.679,7.151,8.026,0,0,0,0,0,0,0,0,0,2.707,0,29.128,28.698,0,0,0,0,0,0,0,0,19.5,5.84,26.219,0,0,-15.802,0
3,7.3,25.601,14.8,0,23/7/2013,335.365,33.818,0,35.236,0,03,-18.677,13.544,10.164,25.895,16.12,0,0,0,0,0,0,0,0,0,0,2.643,0,28.998,28.648,0,0,0,0,0,0,0,0,19.8,5.76,26.33,0,0,-14.008,0
4,7.5,23.501,15.1,0,23/7/2013,336.607,34.114,0,27.663,0,04,-17.579,13.724,10.164,24.266,14.616,15.997,0,0,0,0,0,0,0,0,0,2.707,0,29.168,28.767,0,0,0,0,0,0,0,0,19.5,5.67,26.386,0,0,-13.514,0
5,13.4,27.801,16.001,0,23/7/2013,365.883,32.93,0,30.16,0,05,-25.147,13.455,9.636,29.834,14.93,16.079,0,14.93,0,0,0,0,0,0,0,2.643,0,29.308,28.808,0,0,0,0,0,0,0,0,18.3,5.67,25.857,0,0,-6.006,0
6,8.3,25.201,17.901,0,23/7/2013,373.484,51.43,8.066,20.25,0,06,-9.888,13.949,10.032,16.23,21.397,22.313,0,23.721,0,0,0,0,0,0,0,2.643,0,29.278,28.998,0,0,0,0,0,0,0,0,19.7,5.67,25.773,0,0,-6.812,0
7,4,26.001,16.501,0,23/7/2013,393.189,52.466,16.872,30.162,0,07,18.311,13.679,10.56,21.377,18.198,19.21,16.735,16.065,0,0,0,0,0,0,0,2.675,0,29.248,28.859,0,0,0,0,0,0,0,0,19.7,5.6,26.107,0,0,-15.308,30.198
8,6.5,26.301,16.801,0,23/7/2013,451.41,51.948,16.798,18.454,0,08,10.01,13.679,10.56,21.272,24.2,24.555,15.75,15.094,0,0,0,0,0,11.77,31.22,2.659,0,29.018,28.828,0,0,0,0,0,0,0,0,19.5,5.7,25.829,0,0,-10.712,39.728
9,4.6,24.401,16.201,26.93,23/7/2013,497.829,53.428,17.686,24.051,0,09,18.799,13.41,10.296,21.219,23.475,23.735,21.411,21.602,0,0,0,0,0,11.682,31.338,2.659,4.899,28.868,28.637,0,0,0,0,0,5.2,0,0,19,5.6,25.745,0,0,-13.202,46.553
10,2.9,17.301,13.1,35.247,23/7/2013,512.2,52.392,17.168,27.384,0,10,11.719,13.477,10.692,19.276,24.104,24.446,15.477,14.985,0,0,0,0,0,11.499,31.044,2.578,34.29,29.218,28.808,0,0,0,0,0,5.2,0,0,18.3,5.3,25.634,0,0,-6.409,38.674
11,8.2,24.001,17.501,46.15,23/7/2013,517.678,52.318,17.168,35.005,0,11,16.48,13.163,10.56,23.478,19.497,20.29,14.725,14.944,0,0,0,0,0,11.353,29.041,2.562,34.763,29.088,28.518,0,0,0,0,0,5.2,0,0,17.8,5.2,25.857,0,0,-6.5,37.676
12,0.2,20.801,13.1,46.51,23/7/2013,501.122,51.8,17.168,16.544,0,12,9.888,13.14,11.22,15.231,18.471,19.36,16.284,16.721,0,0,0,0,0,11.433,29.247,2.643,35.153,28.868,28.788,0,0,0,0,0,0,0,0,17.8,5,25.773,0,0,-8.002,42.153
13,4.4,15.901,12,46.538,23/7/2013,483.065,51.874,17.02,20.15,0,13,17.823,13.567,10.956,11.344,24.145,24.583,24.145,24.159,0,0,0,0,0,11.411,29.482,2.659,0,28.689,28.648,0,0,0,0,0,5.2,0,0,17.6,5,25.773,0,0,-5.017,49.427
14,5.7,18.701,14.8,46.57,23/7/2013,511.973,51.8,17.02,23.415,0,14,6.348,13.499,10.692,18.593,23.954,24.255,15.122,14.725,0,0,0,0,0,11.236,29.129,0.161,34.847,29.188,28.478,0,0,0,0,0,0,0,0,19,5.2,25.773,0,0,-10.218,37.645
15,2.9,19.001,11,46.774,23/7/2013,510.037,51.8,16.872,27.804,0,15,13.55,13.23,10.692,17.175,22.546,23.393,15.19,15.094,0,0,0,0,0,11.353,30.749,0,35.181,28.488,28.408,0,0,0,0,0,0,0,0,19,5.13,25.69,0,0,-6.116,45.801
16,1.6,20.401,14.1,46.804,23/7/2013,501.305,47.804,15.614,25.47,0,16,20.631,13.342,10.164,19.906,24.036,24.542,16.024,15.477,0,0,0,0,0,11.39,30.838,0,36.211,28.368,29.067,0,0,0,0,0,0,0,0,20.8,5.43,25.69,0,6.052,-8.112,39.998
17,-.1,14,9.7,46.904,23/7/2013,475.567,51.726,16.872,20.592,0,17,8.179,13.185,10.428,17.963,24.159,24.35,15.655,15.518,0,0,0,0,0,11.243,31.603,0,0,28.498,28.767,0,0,0,0,0,0,0,0,20.5,5.51,25.662,0,0,-6.5,39.797
18,3.6,17.801,12.3,19.095,23/7/2013,451.366,51.43,16.946,17.559,0,18,8.789,13.567,10.032,15.336,24.159,24.555,16.038,15.737,0,0,0,0,0,11.324,31.928,0,0,28.337,28.578,0,0,0,0,0,0,0,0,20.5,5.53,25.662,0,0,-3.003,47.041
19,1.5,18.701,10.3,47.039,23/7/2013,551.601,51.874,16.946,24.92,0,19,15.87,13.455,9.768,21.114,24.159,24.528,21.055,20.331,0,0,9.363,0,0,11.382,32.369,13.745,36.433,28.918,29.228,0,0,0,0,0,5.2,0,0,20,5.76,25.662,0,0,-8.716,38.005
20,2.9,25.901,16.801,47.138,23/7/2013,535.082,51.504,16.872,31.965,0,20,14.161,13.387,9.9,19.906,24.214,24.637,16.762,15.532,0,0,0,0,0,11.368,31.191,0,35.96,29.338,28.548,0,0,0,0,0,0,0,0,20.2,5.67,25.662,0,3.754,-15.711,37.73
21,3.1,31.301,17.801,15.906,23/7/2013,491.297,51.726,16.872,38.528,0,21,18.555,12.915,10.56,19.749,24.104,24.61,16.721,16.325,0,0,0,0,0,11.397,31.456,0,0,28.989,28.908,0,0,0,0,0,0,0,0,20.2,5.67,25.606,0,4.898,-20.215,48.267
22,13.7,35.401,19.601,0,23/7/2013,429.186,44.178,14.134,38.935,0,22,4.151,13.342,10.164,24.791,23.94,24.104,15.381,15.258,0,0,0,0,0,2.915,0,0,0,28.488,28.588,0,0,0,0,0,0,0,0,19.4,5.76,25.801,0,0,-12.214,37.803
23,11.3,29.601,19.801,0,23/7/2013,396.911,51.208,16.798,30.115,0,23,2.93,13.724,9.372,19.066,24.186,23.981,0,16.27,0,0,0,0,0,0,0,0,0,28.948,28.658,0,0,0,0,0,0,0,0,19.4,5.76,25.356,0,0,-6.903,31.804
0,4.4,20.801,12.6,0,24/7/2013,362.24,51.208,16.724,27.426,0,00,5.127,13.477,9.768,12.71,24.022,24.446,0,0,0,0,0,0,0,0,0,0,0,28.508,28.767,0,0,0,0,0,0,0,0,19.8,5.67,25.801,0,0,-9.906,36.086
1,8.8,21.601,20.401,0,24/7/2013,352.691,51.652,16.798,43.873,0,01,18.433,13.387,9.9,33.563,23.844,24.514,0,0,0,0,0,0,0,0,0,0,0,28.648,28.637,0,0,0,0,0,0,0,0,19.1,5.6,25.634,0,5.832,-18.604,0
2,-4.3,14.5,10.5,0,24/7/2013,340.568,51.874,16.872,16.961,0,02,12.94,13.657,10.824,14.916,24.063,24.61,0,22.86,0,0,0,0,0,0,0,0,0,29.108,29.168,0,0,0,0,0,0,0,0,18.4,5.67,26.135,0,0,-15.51,0
3,0.1,6.9,4.2,0,24/7/2013,328.929,50.986,0,12.582,0,03,7.447,13.612,11.484,5.671,24.104,24.528,0,17.295,0,0,0,0,0,0,0,0,0,28.198,28.538,0,0,0,0,0,0,0,0,19.5,5.76,26.052,0,0,-.806,50.437
4,2.9,21.701,9.6,0,24/7/2013,347.039,51.652,16.946,23.597,0,04,6.104,13.567,10.824,9.873,19.387,20.385,0,0,0,0,0,0,0,0,0,0,0,28.299,28.278,0,0,0,0,0,0,0,0,19.7,5.84,26.024,0,0,-8.515,37.744
5,7.7,16.801,9.6,0,24/7/2013,375.407,51.652,16.798,29.097,0,05,0,13.567,10.956,13.602,24.009,24.473,0,0,0,0,0,0,0,0,0,0,0,28.458,28.838,0,0,0,0,0,0,0,0,19.4,5.53,25.996,0,0,-1.007,50.345
6,2.8,11.8,6.8,0,24/7/2013,383.898,52.022,16.872,14.731,0,06,0,13.994,11.088,5.619,24.104,24.432,15.231,14.329,0,0,0,0,0,3.604,0,0,0,28.208,28.597,0,0,0,0,0,0,0,0,19.5,5.67,25.773,0,0,-.201,50.06
7,3.7,14.5,6.8,0,24/7/2013,408.612,51.43,16.872,22.33,0,07,4.028,13.612,11.484,8.928,24.104,24.227,0,17.719,0,0,0,0,0,10.276,31.751,0,0,28.508,28.658,0,0,0,0,0,0,0,0,19.5,5.6,26.024,0,0,-2.6,41.914
8,8.9,24.301,16.101,3.305,24/7/2013,470.243,52.318,16.872,31.157,0,08,7.813,13.499,10.296,11.922,24.159,24.473,24.46,24.296,0,0,0,0,0,10.152,29.895,0,0,28.538,28.648,0,0,0,0,0,0,0,0,19.1,5.44,26.024,0,0,-12.214,40.145
9,4.2,14.5,10.9,42.936,24/7/2013,499.541,51.652,16.872,27.824,0,09,-2.075,13.005,10.164,10.398,14.055,15.04,16.325,14.944,0,0,0,0,0,10.181,29.924,0,36.767,28.058,28.897,0,0,0,0,0,5.2,0,0,19.1,5.6,25.912,0,0,-5.914,37.647
10,6.1,26.601,12.9,29.601,24/7/2013,527.037,44.548,14.356,38.671,0,10,4.639,13.499,10.692,20.116,24.036,24.473,15.887,14.588,0,0,0,0,0,10.115,29.659,0,35.682,28.568,28.758,0,0,0,0,0,5.2,0,0,18.8,5.36,25.578,0,0,-11.115,43.809
11,1.9,29.401,17.101,30.977,24/7/2013,554.294,51.874,16.872,27.341,0,11,7.569,13.073,10.296,22.007,24.036,24.542,24.583,24.364,0,0,0,0,0,10.027,29.806,0,36.322,28.288,28.368,0,0,0,0,0,0,0,0,17.9,5.13,25.328,0,0,-12.305,50.38
12,4.6,34.201,18.201,36.738,24/7/2013,543.174,51.06,16.872,37.133,0,12,19.532,13.522,11.748,33.984,24.036,24.542,16.79,15.627,0,0,0,0,0,9.998,29.895,0,36.155,28.668,28.337,0,0,0,0,0,0,0,0,17.6,4.91,25.523,0,8.158,-22.01,37.914
13,15,24.501,15.1,46.382,24/7/2013,548.234,50.986,16.724,30.667,0,13,-13.062,13.612,0,25.999,24.036,24.173,19.921,18.663,0,0,0,0,0,11.009,30.042,0,35.849,28.648,27.938,0,0,0,0,0,0,0,0,19.4,4.74,25.606,0,0,4.596,41.49
14,3.5,22.001,13.7,29.22,24/7/2013,544.981,51.43,16.798,22.218,0,14,0,12.197,0,27.471,24.036,24.514,24.514,24.132,0,0,0,0,0,9.749,30.366,0,36.127,28.167,28.188,0,0,0,0,0,0,0,0,19.2,4.74,25.662,0,0,-13.404,50.466
15,2.8,22.301,16.201,46.558,24/7/2013,558.733,51.282,16.724,24.814,0,15,13.916,13.14,0,25.999,24.036,24.583,24.514,24.542,0,0,0,0,0,9.778,31.279,14.373,36.238,27.898,27.888,0,0,0,0,0,5.2,0,0,19.2,4.74,25.384,0,3.049,-19.318,42.508
16,3.4,27.001,16.801,46.324,24/7/2013,545.092,51.134,16.65,30.717,0,16,9.278,12.983,0,24.476,20.85,21.671,24.72,24.473,0,0,0,0,0,9.375,30.749,8.991,35.348,28.158,28.288,0,0,0,0,0,0,0,0,19.1,4.81,25.968,0,0,-11.518,37.665
17,7.4,21.701,18.101,46.272,24/7/2013,498.119,51.134,16.576,35.892,0,17,5.493,13.342,0,21.167,14.383,15.204,15.682,20.577,0,0,0,0,0,10.789,30.513,0,19.734,28.808,28.328,0,0,0,0,0,0,0,0,19.1,4.97,25.857,0,0,-11.609,37.711
18,8.7,17.001,14.1,46.302,24/7/2013,454.501,44.252,14.356,38.398,0,18,3.906,13.702,0,23.268,7.479,8.504,15.723,14.889,0,0,0,0,0,10.869,31.486,0,0,28.348,28.378,0,0,0,0,0,0,0,0,19,5.04,25.996,0,0,-5.603,47.372
19,4.9,32.501,16.401,46.312,24/7/2013,580.91,52.318,17.242,40.224,0,19,18.677,13.275,0,29.361,17.856,18.854,24.022,23.858,0,0,12.049,0,0,11.228,31.545,13.407,35.654,28.478,28.388,0,0,0,0,0,5.2,0,0,18.7,5.36,25.94,0,7.077,-14.411,48.98
20,8.2,39.301,22.601,46.897,24/7/2013,576.326,52.096,17.168,42.246,0,20,10.743,13.32,0,30.674,19.661,20.631,19.059,17.897,0,0,0,0,0,11.499,32.34,14.712,36.545,28.438,28.548,0,0,0,0,0,5.2,0,0,18,5.36,25.829,0,9.201,-22.413,34.035
21,9.8,27.501,17.701,46.595,24/7/2013,523.695,51.578,16.872,40.053,0,21,3.418,13.252,0,32.356,18.731,19.907,17.159,16.844,0,0,0,0,0,11.28,31.78,0,5.093,28.498,28.398,0,0,0,0,0,0,0,0,19.5,5.6,25.885,0,0,-12.415,42.517
22,4.9,23.601,17.701,30.572,24/7/2013,449.249,51.578,17.094,37.863,0,22,11.231,13.544,0,19.433,8.969,0,16.543,16.776,0,0,0,0,0,11.309,31.81,0,0,28.689,28.488,0,0,0,0,0,0,0,0,19.6,5.6,25.94,0,0,-17.011,43.269
23,7.1,18.001,14.3,0,24/7/2013,419.043,51.652,16.724,28.815,0,23,3.052,13.612,0,23.163,0,0,20.249,20.549,0,0,0,0,0,11.25,31.397,0,0,28.438,28.528,0,0,0,0,0,0,0,0,19.5,5.51,25.968,0,0,-8.515,47.624
0,3.7,24.901,20.301,0,25/7/2013,382.479,51.504,16.798,42.312,0,00,3.418,12.915,0,18.961,0,0,0,14.903,0,0,0,0,0,6.292,0,0,0,28.538,28.708,0,0,0,0,0,0,0,0,19,5.3,25.829,0,0,-21.607,47.754
1,0.8,18.501,10.3,0,25/7/2013,365.057,51.578,16.798,31.5,0,01,-3.54,13.724,0,14.548,0,0,0,24.391,0,0,0,0,0,0,0,0,0,28.299,28.368,0,0,0,0,0,0,0,0,19,5.7,25.773,0,0,-12.415,50.435
2,7.3,28.101,16.601,0,25/7/2013,358.874,44.992,14.652,21.546,0,02,-14.405,13.41,0,16.859,17.583,18.499,0,0,0,0,0,0,0,0,0,0,0,28.368,28.288,0,0,0,0,0,0,0,0,19,5.8,25.885,0,0,-7.801,24.379
3,15.6,34.701,17.501,0,25/7/2013,367.551,50.986,3.7,43.419,0,03,-13.672,13.275,0,25.579,12.36,13.481,0,0,0,0,0,0,0,0,0,0,0,28.488,28.918,0,0,0,0,0,0,0,0,18,5.6,25.773,0,0,-8.203,18.428
4,5,28.501,18.401,0,25/7/2013,368.209,51.652,16.872,31.23,0,04,-7.813,13.567,0,13.077,19.264,20.331,0,0,0,0,0,0,0,0,0,0,0,28.508,28.878,0,0,0,0,0,0,0,0,18,5.7,26.079,0,0,-11.902,18.428
5,1,6.6,6.2,0,25/7/2013,382.034,51.282,16.724,14.976,0,05,-8.057,13.499,0,14.811,23.954,24.542,0,23.831,0,0,0,0,0,0,0,0,0,28.658,29.008,0,0,0,0,0,0,0,0,19.6,5.7,25.968,0,0,-1.209,50.205
6,3.2,14.7,10,0,25/7/2013,380.09,50.986,16.872,13.701,0,06,-1.953,13.634,0,9.557,23.913,24.501,0,23.557,0,0,0,0,0,9.016,0,0,0,28.328,28.538,0,0,0,0,0,0,0,0,19,5.6,25.94,0,0,0,50.237
7,4.7,11.6,10.4,0,25/7/2013,411.636,51.282,16.65,14.873,0,07,0,13.724,0,8.35,23.653,24.432,24.214,24.145,0,0,0,0,0,11.477,14.341,0,0,28.658,28.678,0,0,0,0,0,0,0,0,19.5,5.67,26.079,0,0,6.793,50.406
8,0.2,14.8,8.1,39.14,25/7/2013,465.103,52.17,16.724,25.044,0,08,15.625,13.297,0,20.063,23.79,24.419,21.151,19.743,0,0,0,0,0,11.77,31.633,0,0,28.578,28.878,0,0,0,0,0,0,0,0,19.4,5.51,25.857,0,0,-13.001,37.86
9,3.6,10.7,6.2,44.686,25/7/2013,516.565,51.134,16.798,27.197,0,09,0,13.297,0,18.908,23.79,24.419,15.409,13.877,0,0,0,0,0,11.441,31.044,1.466,35.209,29.748,28.218,0,0,0,0,0,5.2,0,0,19.3,5.21,25.551,0,0,-3.204,50.322
10,5.1,10.3,4.8,45.866,25/7/2013,533.656,51.43,16.724,14.004,0,10,-6.836,13.297,0,18.226,23.79,24.405,15.258,13.631,0,18.531,0,0,0,11.36,31.839,13.407,34.012,28.859,28.078,0,0,0,0,0,5.2,0,0,19.2,5.2,25.912,0,0,5.695,50.159
11,-1,3.2,4.2,46.136,25/7/2013,533.671,51.726,16.946,10.195,0,11,6.104,12.915,0,16.597,23.68,24.596,16.352,14.848,0,18.397,17.627,0,0,11.082,31.898,14.937,34.652,28.989,28.328,0,0,0,0,0,5.2,0,0,19.1,4.92,25.912,0,0,-.201,50.483
12,-5.1,4.7,2.3,39.617,25/7/2013,527.793,51.8,16.798,6.324,0,12,13.916,13.41,0,5.933,23.954,24.487,24.528,23.968,17.703,18.433,16.907,1.587,0,10.869,31.869,14.567,34.346,28.429,28.308,0,0,0,0,0,5.2,0,0,18.9,4.74,25.69,0,0,-1.3,39.942
13,4.7,10.9,5.8,39.876,25/7/2013,526.029,44.77,14.282,22.821,0,13,3.906,13.14,0,36.243,12.989,13.891,16.366,14.848,0,18.384,16.956,2.832,0,10.855,31.456,13.745,34.763,28.518,28.408,0,0,0,0,0,5.2,0,0,19,4.89,25.662,0,0,0,37.612
14,11.6,6.7,4.4,31.929,25/7/2013,536.339,52.096,16.798,16.479,0,14,-8.789,13.14,0,26.104,23.12,24.159,24.993,24.214,0,18.336,0,2.503,0,10.628,30.337,11.956,32.509,28.078,27.999,0,0,0,0,0,5.2,0,0,18.8,4.74,25.745,0,0,9.595,50.222
15,4.4,20.001,7,45.53,25/7/2013,520.651,51.948,16.872,6.907,0,15,7.813,13.275,0,10.083,23.831,24.432,17.022,15.409,0,18.47,18.287,2.844,0,10.774,30.808,13.503,34.346,27.959,28.498,0,0,0,0,0,5.2,0,0,17.8,5.2,25.69,0,0,2.985,38.584
16,10.3,23.201,13.8,45.617,25/7/2013,525.033,52.096,17.02,19.605,0,16,0,13.275,0,27.523,23.243,24.173,0,16.735,0,0,0,0,0,10.884,30.631,14.921,35.904,27.558,28.378,0,0,0,0,0,5.2,0,0,19,5.3,25.773,0,0,-1.41,45.864
17,6.3,30.001,19.701,45.835,25/7/2013,503.937,52.022,16.724,16.766,0,17,5.737,13.275,0,24.003,24.077,24.665,20.358,19.428,0,0,0,0,0,10.987,31.427,0,0,28.878,28.328,0,0,0,0,0,0,0,0,19,5.3,25.634,0,0,-9.21,43.433
18,3.4,5.6,6.3,46.086,25/7/2013,479.497,52.096,16.798,22.567,0,18,0,13.589,0,9.085,23.462,24.364,19.36,23.653,0,0,0,0,0,11.661,31.515,0,8.573,28.129,27.938,0,0,0,0,0,0,0,0,19,5.5,25.662,0,0,3.589,50.057
19,-.2,7.9,5.9,50.556,25/7/2013,556.49,52.096,16.872,6.558,0,19,11.353,13.297,0,18.855,22.081,22.887,18.69,18.622,18.544,18.47,18.543,0,0,11.631,32.693,15.26,36.099,28.288,28.488,0,0,0,0,0,5.2,0,0,19,5.7,25.495,0,0,-2.014,47.904
20,-.1,15,12.7,46.007,25/7/2013,558.38,51.652,16.724,23.465,0,20,5.86,13.679,0,28.889,18.717,19.469,16.694,15.135,0,0,14.209,0,0,11.507,32.075,15.679,35.904,28.448,28.548,0,0,0,0,0,5.2,0,0,19,5.7,25.551,0,0,-10.913,48.77
21,8.7,35.701,21.701,33.11,25/7/2013,502.981,51.578,16.872,37.546,0,21,11.597,13.365,0,30.569,10.664,11.635,16.995,15.846,0,0,0,0,0,11.529,32.34,4.028,21.125,27.778,27.648,0,0,0,0,0,0,0,0,19,5.4,25.189,0,5.585,-21.516,37.728
22,13.7,37.101,20.601,0,25/7/2013,447.478,52.022,17.02,41.515,0,22,3.174,13.477,0,29.415,18.198,19.36,0,16.79,0,0,0,0,0,6.358,17.552,2.401,0,27.918,27.628,0,0,0,0,0,0,0,0,19,5.5,25.384,0,0,-15.015,47.867
